Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
"BDBJPGFE_03836 2,5-dihydroxypyridine 5,6-dioxygenase",-20.0735,-20.61828,-20.72775,-12.18618,-12.53994,-12.52777,-13.99667,-15.74405,-16.38508,-15.33535,-16.11406,-14.94494,-15.43775,-16.76211,-15.32279
BDBJPGFE_03842 N-formylmaleamate deformylase,-18.75646,-19.27717,-17.43013,-14.08276,-13.36907,-14.04262,-15.87574,-14.89359,-15.69375,-15.9866,-16.74872,-15.97475,-16.21604,-15.44363,-14.92846
BDBJPGFE_03879 Catalase-peroxidase 1,-17.08861,-17.44514,-17.80081,-12.93754,-13.42146,-13.42066,-13.07401,-11.94318,-12.94405,-15.4673,-14.01859,-14.9947,-15.5697,-12.96078,-12.86413
BDBJPGFE_03892 L-methionine gamma-lyase,-19.57848,-17.01965,-20.45692,-10.17136,-10.34649,-10.0363,-10.96381,-10.24836,-10.95201,-13.72938,-14.11253,-14.32128,-17.05841,-15.86603,-13.76387
BDBJPGFE_03930 hypothetical protein,-19.7566,-18.52939,-20.41182,-9.360863,-8.528455,-8.243969,-10.08627,-10.36346,-9.894099,-10.29786,-10.27907,-10.73457,-9.750785,-10.20344,-9.573297
BDBJPGFE_03932 hypothetical protein,-10.66659,-10.67018,-11.27017,-12.51013,-12.80324,-13.17428,-12.61451,-11.3607,-11.4053,-11.92678,-10.87556,-10.73968,-12.31389,-11.03553,-11.62252
BDBJPGFE_03933 hypothetical protein,-12.30408,-12.206,-12.92397,-16.47475,-11.94408,-11.76898,-11.64858,-11.48074,-10.72551,-10.78509,-11.38436,-10.83486,-15.33968,-11.28293,-11.82068
BDBJPGFE_03938 hypothetical protein,-17.95835,-18.91733,-19.1796,-15.82563,-16.03089,-15.51134,-12.92823,-12.26734,-12.46306,-15.60216,-14.87665,-15.73507,-15.64444,-16.15803,-14.50227
BDBJPGFE_03941 hypothetical protein,-1.87089,-1.695071,-1.613998,-3.150658,-3.622563,-3.651991,-2.867365,-3.256528,-2.72401,-2.846767,-3.019518,-3.09027,-3.153651,-2.966713,-2.987808
BDBJPGFE_03949 Outer membrane protein TolC,-19.44268,-19.18513,-19.24567,-14.68691,-12.42059,-11.2146,-14.02735,-13.38377,-13.21353,-16.58793,-16.61014,-13.9757,-15.98345,-13.90969,-15.00852
BDBJPGFE_03952 Serine hydroxymethyltransferase,-13.8047,-14.27976,-13.94891,-14.31828,-13.90338,-14.83818,-9.200037,-9.413292,-9.378247,-11.12166,-13.10909,-13.13063,-11.44034,-10.36629,-11.58088
BDBJPGFE_03960 hypothetical protein,-15.35332,-19.12757,-19.96391,-14.41551,-15.84909,-16.34527,-14.23333,-13.41132,-13.69313,-15.36363,-15.69599,-15.31641,-14.78879,-15.2242,-15.48122
BDBJPGFE_03962 Putative aminopeptidase YsdC,-19.00233,-18.82866,-21.08556,-13.63857,-14.10098,-14.44293,-16.58389,-16.65735,-16.16675,-15.263,-15.24062,-15.57053,-14.96556,-15.53732,-15.02919
BDBJPGFE_03965 General stress protein 18,-19.07269,-19.42042,-19.16247,-12.98273,-11.81088,-12.24846,-13.44229,-12.41091,-12.73814,-15.34486,-16.36789,-16.82039,-14.99629,-16.02518,-15.48595
BDBJPGFE_04019 Leucine--tRNA ligase,-21.79227,-20.61782,-20.03766,-16.69023,-16.46741,-16.32184,-11.98564,-11.92677,-12.79977,-15.92859,-15.97703,-16.38933,-16.77257,-15.60825,-15.93274
BDBJPGFE_04033 Na(+)-translocating NADH-quinone reductase subunit A,-16.46772,-20.74347,-16.07069,-12.90575,-13.48824,-13.9651,-15.02376,-14.80777,-14.91897,-15.98759,-16.74859,-16.05072,-15.37526,-14.38798,-15.90326
BDBJPGFE_04034 Glyceraldehyde-3-phosphate dehydrogenase-like protein,-15.48824,-14.46747,-15.72641,-16.19435,-14.54058,-16.1898,-9.233346,-9.376537,-9.551901,-11.84627,-13.19949,-12.74366,-15.6038,-13.67241,-14.0948
"BDBJPGFE_04036 putative L,D-transpeptidase YcfS",-14.49164,-17.52259,-18.76113,-15.66919,-15.06255,-16.7409,-11.51404,-11.31779,-12.557,-15.65796,-12.2387,-11.6549,-15.04367,-15.76978,-14.61633
BDBJPGFE_04037 hypothetical protein,-13.00772,-12.59039,-12.5811,-7.859599,-7.681421,-8.215073,-11.2125,-10.67658,-10.53412,-8.918538,-9.363213,-8.818308,-8.825512,-9.051383,-9.622816
BDBJPGFE_04047 D-alanyl-D-alanine carboxypeptidase DacC,-19.73717,-18.91891,-17.63365,-13.25218,-13.01475,-14.06922,-15.70729,-14.8402,-14.99023,-16.21004,-16.81469,-15.64306,-16.89706,-16.36906,-15.27592
BDBJPGFE_04048 Endolytic peptidoglycan transglycosylase RlpA,-13.72653,-14.23832,-14.34227,-15.08505,-15.11395,-15.37221,-14.80502,-13.95772,-14.63491,-12.34949,-12.00397,-12.74987,-12.34374,-12.01617,-11.8468
BDBJPGFE_04049 Membrane-bound lytic murein transglycosylase B,-13.88992,-14.46773,-17.89792,-12.29598,-12.84913,-12.78607,-13.15572,-12.85699,-15.62046,-16.28141,-16.91742,-15.8238,-14.59842,-14.75282,-14.46569
BDBJPGFE_04055 Gamma-glutamyl phosphate reductase,-18.47542,-19.21151,-20.24673,-14.75295,-15.6254,-15.88635,-13.39464,-13.33209,-13.04735,-15.72275,-15.06842,-15.26354,-13.59353,-15.91823,-15.30792
BDBJPGFE_04064 Periplasmic dipeptide transport protein,-9.124198,-9.967556,-9.857505,-4.883096,-4.959024,-4.748441,-7.703512,-7.907647,-7.63071,-7.630455,-8.594316,-7.838599,-7.136458,-7.161919,-7.493572
BDBJPGFE_04070 Xaa-Pro dipeptidase,-19.43503,-18.93429,-17.99462,-12.3432,-12.29798,-12.94886,-16.07958,-16.72697,-16.87759,-17.54397,-15.85528,-15.75204,-16.1207,-14.82227,-13.35635
BDBJPGFE_04072 Sorbitol dehydrogenase,-19.01956,-18.71062,-17.84636,-11.57035,-11.79483,-11.7339,-16.62287,-15.40652,-16.35608,-16.20025,-16.68289,-15.18004,-15.69234,-14.69695,-14.70022
BDBJPGFE_04082 putative protein,-15.95162,-14.95611,-19.99295,-12.52934,-11.44321,-11.69662,-14.5802,-15.44023,-14.05485,-12.09116,-13.25395,-13.75313,-12.82565,-12.38273,-14.91415
BDBJPGFE_04102 Single-stranded DNA-binding protein,-18.91343,-18.68538,-21.94993,-10.62943,-11.35486,-10.92752,-9.985762,-9.654519,-10.03685,-13.17883,-12.98905,-13.39761,-14.87623,-15.89887,-15.21537
BDBJPGFE_04104 UvrABC system protein A,-18.44497,-20.36508,-19.1698,-14.1736,-15.74561,-15.78233,-16.34861,-16.12761,-16.32528,-16.13994,-15.54248,-15.96688,-15.49589,-15.73193,-14.96219
BDBJPGFE_04118 Protein phosphatase CheZ,-19.1297,-20.06574,-20.42764,-17.20431,-16.26869,-13.81045,-13.1936,-12.70593,-12.86601,-15.39619,-15.36694,-14.77152,-15.04336,-15.38792,-13.72257
BDBJPGFE_04126 Chemotaxis protein CheA,-19.50922,-19.08041,-18.68875,-16.05354,-15.63284,-15.43787,-14.73725,-14.4046,-14.82477,-17.00171,-15.50522,-14.06087,-15.99516,-14.09592,-15.24948
BDBJPGFE_04136 hypothetical protein,-5.830386,-5.727046,-6.565484,-8.783989,-8.758393,-9.066124,-7.750712,-7.235437,-8.005722,-6.616702,-7.274588,-7.001196,-6.680828,-6.71529,-7.657921
BDBJPGFE_04143 Flagellar hook-length control protein,-7.265062,-7.145571,-7.036978,-10.45996,-11.01376,-10.69722,-9.521602,-9.436563,-9.465179,-8.826455,-9.335871,-9.014105,-9.123301,-8.603436,-8.724635
BDBJPGFE_04151 Flagellar hook-associated protein 3,-4.720973,-4.708555,-4.444433,-7.186172,-8.122674,-8.285793,-8.869394,-6.755834,-7.523246,-6.093422,-7.165289,-6.478392,-6.244805,-5.728865,-6.292299
BDBJPGFE_04152 Flagellar hook-associated protein 1,-5.101888,-4.993349,-4.881062,-7.688975,-8.765301,-8.99915,-9.402249,-6.948856,-7.70289,-7.464786,-7.057211,-6.542547,-8.16758,-6.971832,-7.462787
BDBJPGFE_04153 Peptidoglycan hydrolase FlgJ,-9.700345,-9.561696,-9.486418,-14.63787,-16.46085,-14.7435,-14.862,-16.45717,-14.72858,-14.57717,-17.15193,-16.3605,-14.87631,-15.89824,-15.18332
BDBJPGFE_04156 Flagellar basal-body rod protein FlgG,-9.571489,-9.471034,-9.765739,-13.01762,-12.89524,-13.44802,-13.88462,-11.73239,-12.82757,-11.52026,-16.51343,-11.48883,-11.00935,-10.52808,-10.66353
BDBJPGFE_04157 Flagellar basal-body rod protein FlgF,-7.25392,-6.998847,-7.300611,-10.84571,-11.3158,-11.50609,-9.185219,-8.603384,-8.877257,-7.587584,-7.793811,-7.664439,-9.218371,-7.248662,-7.41112
BDBJPGFE_04158 Flagellar hook protein FlgE,-6.761067,-6.466657,-6.723483,-9.003034,-9.656351,-9.870818,-10.07753,-9.063373,-9.64978,-7.523118,-7.460588,-7.430717,-6.909643,-8.030548,-8.183414
BDBJPGFE_04159 Basal-body rod modification protein FlgD,-7.327789,-7.051446,-7.593753,-11.68745,-11.29704,-11.7303,-9.855947,-9.50568,-9.73103,-8.922937,-9.12588,-9.334672,-11.27087,-9.01378,-8.771246
BDBJPGFE_04160 Flagellar basal-body rod protein FlgC,-9.266617,-9.323165,-10.2473,-16.27382,-15.31168,-14.92827,-10.80164,-9.920647,-9.965919,-8.482759,-9.511877,-8.926715,-10.61932,-8.534914,-8.34321
BDBJPGFE_04161 Flagellar basal body rod protein FlgB,-10.72546,-10.7798,-12.08113,-14.38052,-14.57106,-14.19328,-15.11708,-12.56163,-16.262,-16.39606,-15.39838,-15.66794,-15.83799,-15.24536,-15.18747
BDBJPGFE_04163 hypothetical protein,-5.261581,-5.506148,-6.506835,-9.49159,-8.698908,-9.495389,-7.701998,-7.173892,-7.178444,-7.39666,-7.696708,-7.814924,-7.366552,-7.277766,-7.768467
BDBJPGFE_04169 hypothetical protein,-14.81702,-14.22386,-14.42278,-15.33931,-16.0668,-14.24525,-13.68652,-13.55552,-13.49512,-13.01345,-13.0931,-12.89103,-15.21589,-14.15903,-14.763
BDBJPGFE_04175 hypothetical protein,-19.81771,-18.29852,-18.67616,-15.12724,-15.73895,-12.68494,-12.44473,-12.23335,-11.39353,-15.96867,-16.29252,-16.00728,-15.78081,-15.66987,-15.17816
BDBJPGFE_04176 Ferrichrome outer membrane transporter/phage receptor,-12.8347,-12.54951,-12.49793,-13.68908,-13.62858,-13.82859,-10.24675,-10.7397,-10.32224,-11.65606,-12.69343,-11.85183,-12.95105,-12.69521,-14.34373
BDBJPGFE_04245 Tyrosine--tRNA ligase,-17.32049,-17.09555,-16.81987,-16.59305,-14.69574,-16.31378,-12.33904,-12.71729,-12.77768,-14.31999,-14.5129,-15.89426,-12.83231,-15.12234,-14.46383
BDBJPGFE_04250 Pyrroline-5-carboxylate reductase,-17.86793,-20.01241,-19.04943,-15.8727,-13.50157,-15.66683,-14.30022,-14.28343,-14.4878,-15.69459,-16.03428,-15.81821,-15.71762,-15.83422,-15.2324
BDBJPGFE_04267 Acetyl-CoA acetyltransferase,-14.89505,-16.1801,-15.9961,-14.72417,-14.08776,-15.6201,-11.97498,-10.96561,-11.26697,-12.59617,-15.42662,-12.81445,-12.51909,-11.58402,-15.7788
BDBJPGFE_04275 Polyribonucleotide nucleotidyltransferase,-15.0171,-14.9175,-15.12267,-12.13565,-12.90593,-13.77753,-12.60842,-12.3661,-12.72435,-15.89205,-14.41931,-14.31214,-15.31175,-13.52545,-15.9188
BDBJPGFE_04280 Transcription termination/antitermination protein NusA,-19.73183,-19.51818,-18.57763,-13.55071,-13.93027,-16.12914,-13.34096,-12.88346,-13.90518,-14.13786,-15.44869,-15.68538,-15.42618,-14.24147,-14.11207
BDBJPGFE_04291 Transcription elongation factor GreA,-19.10622,-20.05153,-19.71574,-15.60444,-15.39826,-16.15841,-11.81952,-11.64832,-12.15862,-16.65592,-15.91176,-15.03694,-15.35066,-14.6579,-14.58435
BDBJPGFE_04292 Carbamoyl-phosphate synthase large chain,-16.96457,-17.96291,-18.82087,-12.96895,-13.10146,-13.22152,-12.30507,-11.86217,-12.20278,-15.5963,-14.97598,-15.46936,-14.05894,-14.51812,-16.29278
BDBJPGFE_04293 Carbamoyl-phosphate synthase small chain,-18.67424,-18.63279,-18.47783,-13.41807,-13.9571,-13.79674,-14.75889,-14.67742,-15.20278,-15.6465,-17.51198,-16.25769,-15.09187,-14.44481,-15.69176
BDBJPGFE_04298 Vitamin B12-binding protein,-12.53502,-12.99906,-13.55049,-11.18254,-10.57425,-10.9226,-13.12207,-12.24507,-12.66982,-16.01642,-15.74293,-17.46574,-16.27419,-15.31124,-13.64565
BDBJPGFE_04303 Chaperone protein DnaK,-12.84317,-12.43801,-12.35698,-9.153826,-9.350134,-9.951164,-9.225788,-9.265505,-9.775877,-10.61288,-10.42645,-10.55159,-11.41299,-10.20394,-11.46412
BDBJPGFE_04375 Esterase EstB,-19.84571,-18.02213,-17.06642,-15.54919,-14.87926,-15.85972,-15.65119,-14.57689,-15.13652,-15.94276,-17.88559,-15.1053,-15.31931,-15.51528,-15.25354
BDBJPGFE_04391 Glycerophosphodiester phosphodiesterase,-13.4402,-18.4223,-19.32576,-12.31381,-13.07072,-13.04767,-13.22266,-13.5578,-11.41308,-12.38269,-17.11404,-16.17423,-14.99902,-16.49383,-14.39168
BDBJPGFE_04400 3-hydroxyadipyl-CoA dehydrogenase,-17.01227,-18.90663,-19.71512,-13.51837,-13.80872,-14.16581,-13.99018,-14.279,-16.99743,-15.69541,-17.35799,-16.43315,-14.81963,-16.50784,-15.62634
BDBJPGFE_04408 Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,-18.90156,-19.81129,-20.18654,-12.12564,-11.47013,-12.21256,-15.43876,-17.73389,-15.91657,-15.44181,-16.10942,-16.42223,-16.54747,-14.22827,-16.166
BDBJPGFE_04409 2-oxoisovalerate dehydrogenase subunit beta,-17.67872,-18.49117,-17.90355,-10.79788,-10.08464,-10.97742,-13.4307,-13.19617,-13.5439,-16.35567,-17.92209,-16.9692,-14.81584,-15.72038,-16.0208
BDBJPGFE_04410 2-oxoisovalerate dehydrogenase subunit alpha,-19.82897,-20.14655,-18.06041,-9.913861,-10.13082,-10.48703,-13.24731,-13.0119,-14.19915,-15.55003,-16.37604,-15.40458,-15.45904,-15.83865,-15.25738
BDBJPGFE_04414 Glycine betaine-binding protein YehZ,-13.34902,-14.28487,-17.895,-12.64618,-12.25502,-12.17621,-13.86318,-13.06914,-13.93478,-18.48109,-17.01283,-17.00572,-16.06899,-15.10691,-13.91466
BDBJPGFE_04415 Cysteine--tRNA ligase,-19.26812,-18.44865,-18.78845,-13.90326,-13.26891,-16.40282,-14.52995,-15.48203,-15.42938,-15.49431,-15.55143,-16.11062,-15.44567,-16.64626,-16.32809
BDBJPGFE_04416 Glutamine--tRNA ligase,-17.61443,-17.57716,-17.10044,-16.04025,-15.55688,-15.76516,-10.82053,-12.31796,-10.72371,-17.25518,-15.80512,-15.82265,-15.46936,-16.54385,-15.8572
BDBJPGFE_04421 DNA-binding protein HU-beta,-11.82665,-11.92895,-12.80025,-9.874418,-8.598533,-10.49033,-6.563108,-6.719707,-7.263197,-9.711099,-10.05886,-9.220357,-16.09542,-15.23042,-14.6519
BDBJPGFE_04423 ATP-dependent Clp protease ATP-binding subunit ClpX,-18.1535,-16.8198,-17.90621,-14.8388,-16.47276,-15.71576,-15.52641,-15.78849,-15.7863,-16.81222,-15.40409,-15.79424,-15.72307,-14.8885,-15.4178
BDBJPGFE_04424 ATP-dependent Clp protease proteolytic subunit,-16.9708,-19.35856,-19.1943,-11.62512,-10.68307,-11.25057,-12.70284,-11.19776,-13.00461,-17.54986,-15.51572,-16.52323,-15.23788,-14.71863,-15.05104
BDBJPGFE_04425 Trigger factor,-13.89884,-13.80534,-14.24946,-15.96128,-16.00305,-16.04414,-11.19735,-9.884269,-10.26032,-11.88617,-11.20371,-14.62529,-14.04971,-12.52283,-11.98549
BDBJPGFE_04429 Integration host factor subunit alpha,-18.57803,-19.86957,-19.45143,-11.7856,-11.12542,-12.1028,-11.30237,-11.18418,-16.76786,-16.6998,-14.79907,-15.56342,-16.61746,-15.08671,-15.61041
BDBJPGFE_04430 Phenylalanine--tRNA ligase beta subunit,-19.21734,-19.25127,-19.66335,-15.92767,-14.7292,-16.18964,-11.82926,-11.93977,-12.17048,-15.15833,-16.591,-14.74349,-16.34361,-14.2468,-14.48362
BDBJPGFE_04431 Phenylalanine--tRNA ligase alpha subunit,-19.76864,-18.1531,-18.06356,-14.84542,-13.89021,-15.10927,-14.59921,-13.46287,-14.63847,-17.61878,-17.54074,-16.44856,-14.24711,-15.64587,-15.25234
BDBJPGFE_04432 50S ribosomal protein L20,-20.12661,-19.90768,-17.828,-13.72384,-13.85964,-14.58024,-11.79883,-11.1103,-16.81416,-15.76155,-15.59722,-15.18079,-15.37776,-15.60264,-14.46074
BDBJPGFE_04434 Translation initiation factor IF-3,-21.67764,-18.36354,-20.01545,-12.55137,-11.81657,-12.84741,-14.93057,-14.46051,-16.78465,-15.78209,-16.83167,-15.93579,-16.13731,-14.51525,-16.08692
BDBJPGFE_04435 Threonine--tRNA ligase,-17.81529,-17.72844,-17.16878,-14.51622,-14.44385,-15.71717,-13.42352,-13.31779,-13.66298,-14.45291,-15.05057,-14.27408,-16.16346,-13.42893,-13.82162
BDBJPGFE_04436 Outer membrane porin F,-9.776074,-9.642394,-9.611747,-7.355005,-7.386513,-7.331262,-7.148083,-7.021195,-6.248543,-8.808097,-8.838742,-9.464793,-8.84715,-9.45049,-9.096769
BDBJPGFE_04452 Putative xanthine dehydrogenase molybdenum-binding subunit XdhA,-18.38307,-19.72671,-17.28585,-16.66552,-16.75859,-16.94375,-18.93859,-18.65738,-15.53111,-15.45424,-16.09865,-15.6846,-16.50548,-15.91261,-14.42822
BDBJPGFE_04461 Solute-binding protein,-18.83125,-19.87053,-18.80895,-16.32703,-12.80901,-16.37598,-13.35366,-13.24561,-13.49865,-16.35964,-14.78503,-16.27127,-15.92734,-15.43224,-15.63574
BDBJPGFE_04468 Ferrichrome outer membrane transporter/phage receptor,-12.36052,-11.98213,-12.00193,-11.25245,-11.8473,-11.56801,-9.745927,-10.0164,-9.522488,-10.44517,-10.65882,-10.0954,-11.23895,-10.25996,-10.26948
BDBJPGFE_04470 Ferric aerobactin receptor,-13.25731,-11.88372,-12.03681,-13.26065,-13.30999,-13.0359,-10.73651,-11.07223,-10.62658,-12.40338,-12.19604,-11.92449,-12.90428,-13.0307,-12.92736
BDBJPGFE_04484 Succinate semialdehyde dehydrogenase [NAD(P)+] Sad,-19.49899,-18.65581,-18.87957,-15.13282,-15.73876,-15.07298,-17.23857,-16.51668,-17.1586,-15.69986,-16.73176,-15.26842,-15.80075,-14.77915,-16.18254
BDBJPGFE_04487 Putative 3-oxopropanoate dehydrogenase,-20.46135,-19.37528,-18.72117,-11.22896,-11.45104,-11.16653,-12.38362,-12.53144,-13.19088,-16.59898,-13.8618,-15.75395,-15.76546,-12.43015,-14.1589
BDBJPGFE_05017 Transketolase 1;BDBJPGFE_04505 Transketolase 1,-13.7219,-14.87938,-13.76512,-15.59125,-13.46337,-15.13372,-11.08408,-11.15384,-11.49741,-13.02173,-12.21484,-16.9712,-16.82476,-13.80548,-14.62711
BDBJPGFE_04517 hypothetical protein,-18.33464,-19.08708,-18.4133,-14.71241,-16.14495,-12.01083,-14.14436,-13.33463,-14.75084,-15.48159,-16.85472,-15.8314,-14.8615,-15.29174,-14.31574
BDBJPGFE_04528 Aconitate hydratase B,-13.6595,-14.14252,-13.93577,-11.43699,-11.38032,-12.2059,-9.216097,-9.699162,-9.648856,-10.76577,-10.76729,-10.51719,-11.33567,-10.38156,-10.75794
BDBJPGFE_04531 Glutathione hydrolase proenzyme,-20.3738,-18.55006,-19.42487,-13.19031,-13.42615,-13.31826,-15.30871,-16.46371,-15.86833,-15.27977,-16.86044,-15.57506,-16.28603,-14.98132,-15.78918
BDBJPGFE_04532 Phosphoenolpyruvate synthase,-15.72049,-15.90387,-15.68588,-13.82732,-14.07165,-14.50206,-10.54879,-10.97631,-11.1476,-13.27305,-12.72558,-12.51979,-15.51284,-12.58976,-12.57104
BDBJPGFE_04537 putative HTH-type transcriptional regulator YttP,-17.25007,-19.57894,-20.68996,-12.33034,-11.93581,-11.84482,-13.46063,-13.10092,-13.90726,-13.8655,-15.39993,-15.57402,-15.25642,-14.12083,-13.46656
BDBJPGFE_04549 Adenine phosphoribosyltransferase,-18.3293,-18.67445,-20.41573,-14.75317,-15.88577,-15.35863,-14.35542,-12.83023,-14.05974,-15.8881,-16.72665,-15.78254,-14.7835,-15.26888,-14.4647
BDBJPGFE_04554 D-methionine-binding lipoprotein MetQ,-7.819775,-8.59866,-9.030224,-7.871734,-6.933294,-7.179966,-8.223637,-8.168776,-8.21593,-9.743748,-8.909387,-9.176518,-7.897328,-8.998474,-7.965653
BDBJPGFE_04570 Phosphoenolpyruvate carboxylase,-17.53554,-17.56249,-17.27463,-11.24525,-11.38438,-12.36875,-10.42993,-10.68382,-10.42025,-12.17881,-12.15122,-11.73236,-14.5969,-11.9627,-13.03883
BDBJPGFE_04574 Cysteine synthase B,-20.4846,-20.92376,-18.54482,-15.11253,-13.87422,-16.10122,-14.50779,-14.42747,-14.26423,-16.15344,-16.58875,-16.59691,-15.3931,-14.31536,-15.08748
BDBJPGFE_04583 Periplasmic serine endoprotease DegP,-13.9364,-19.95122,-17.649,-11.73187,-11.89661,-12.33646,-12.26313,-11.10694,-12.44689,-11.8289,-12.44343,-11.33002,-11.68576,-11.27539,-11.25844
"BDBJPGFE_04588 Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive",-15.84087,-16.42274,-16.29341,-15.07517,-15.6776,-13.41318,-10.95246,-11.54877,-11.63941,-13.86588,-17.36853,-13.64447,-15.30144,-13.58105,-14.57427
BDBJPGFE_04590 ATP-dependent RNA helicase RhlB,-18.9447,-17.46026,-20.24136,-14.9912,-15.27109,-16.17554,-14.29998,-13.27282,-14.13911,-13.79829,-13.85459,-17.51516,-14.52348,-15.30919,-14.69541
BDBJPGFE_04604 Superoxide dismutase [Mn/Fe],-19.61067,-17.64073,-18.54035,-11.50312,-9.171717,-9.972748,-10.47219,-9.54155,-10.27931,-12.43621,-17.82635,-15.40508,-15.48304,-16.15461,-16.99692
BDBJPGFE_04652 hypothetical protein,-15.03869,-19.23756,-18.4211,-11.62978,-11.50087,-11.78769,-11.40921,-11.01835,-11.35268,-12.89826,-15.96932,-12.62318,-15.11045,-14.07279,-12.13609
BDBJPGFE_04662 Dipeptide-binding protein DppE,-20.80586,-19.93811,-18.64032,-13.21093,-13.64785,-15.15564,-13.52444,-13.78901,-13.65588,-16.62113,-17.72389,-16.6211,-16.74941,-15.73682,-15.52665
BDBJPGFE_04672 Acetyl-coenzyme A synthetase,-19.46363,-19.93863,-20.16732,-14.85452,-15.87333,-16.71087,-15.72203,-15.56769,-16.26018,-16.50835,-16.76336,-15.4304,-15.40307,-15.68022,-14.67133
BDBJPGFE_04686 hypothetical protein,-8.846779,-9.188017,-9.735675,-15.22327,-15.68291,-15.80682,-10.89967,-10.49483,-10.15017,-7.471772,-8.15522,-7.762106,-7.563336,-7.691491,-7.973031
BDBJPGFE_04690 S-(hydroxymethyl)glutathione dehydrogenase,-18.14808,-18.72153,-18.89274,-13.60943,-13.87937,-13.90669,-16.59753,-16.07998,-12.42208,-14.08432,-16.37203,-14.08593,-15.59768,-14.94633,-15.17
BDBJPGFE_04691 putative quorum-quenching lactonase YtnP,-18.68079,-17.51023,-20.13814,-12.16059,-11.96667,-11.75335,-13.2354,-13.53827,-13.67762,-16.34902,-16.96488,-14.79152,-15.94085,-15.00753,-15.35505
BDBJPGFE_04695 RNA polymerase sigma factor RpoD,-18.33341,-17.94939,-20.195,-15.18123,-15.37199,-14.20382,-13.69261,-13.98325,-13.94406,-16.64171,-16.63949,-15.82107,-15.47525,-15.42417,-14.92317
BDBJPGFE_04708 Chaperone SurA,-10.68756,-12.22253,-12.34311,-10.89826,-10.58192,-10.53851,-9.299286,-9.121475,-9.546022,-10.89215,-11.32633,-13.08007,-12.64377,-16.38005,-12.425
BDBJPGFE_04709 LPS-assembly protein LptD,-15.99502,-18.92299,-19.6623,-16.30685,-15.64018,-14.77436,-16.88645,-17.14007,-16.44243,-16.71733,-18.11141,-15.72165,-15.10375,-15.33646,-16.09308
BDBJPGFE_04713 Protein YhfA,-17.6117,-20.53803,-18.32842,-10.54995,-9.547956,-9.419502,-10.92736,-11.66368,-11.75241,-15.59057,-17.34859,-14.40727,-14.79296,-15.42204,-16.03306
BDBJPGFE_04729 Heme-binding protein A,-13.19602,-14.48851,-15.93749,-9.210656,-9.058065,-8.800358,-9.553234,-9.39398,-9.612362,-11.40005,-12.11526,-11.57141,-10.55295,-14.26033,-11.49799
BDBJPGFE_04740 Solute-binding protein,-17.50894,-19.45529,-21.66998,-15.9172,-13.4518,-13.7079,-14.06487,-13.85133,-14.06133,-16.02865,-16.22848,-17.03966,-15.78994,-15.48851,-16.16945
BDBJPGFE_04742 Putative aminoacrylate peracid reductase RutC,-19.12632,-18.61386,-19.69138,-11.22688,-10.29959,-10.9821,-11.41841,-11.35468,-10.82012,-17.16738,-15.47745,-14.92028,-13.848,-13.64148,-15.3256
BDBJPGFE_04749 Fumarate hydratase class II,-21.97161,-18.02176,-16.98911,-11.98416,-12.25099,-13.09849,-13.56932,-13.27002,-14.18551,-16.25749,-17.37048,-16.99674,-15.13255,-17.31884,-16.51594
BDBJPGFE_04753 Phosphoribosylformylglycinamidine cyclo-ligase,-20.37666,-19.6322,-18.96678,-11.83303,-11.69268,-12.82571,-12.66333,-12.07107,-11.98911,-16.4964,-16.85294,-15.89043,-15.71428,-15.0833,-16.52239
BDBJPGFE_04761 Aspartate aminotransferase,-13.15855,-13.33046,-13.2056,-11.59067,-11.18351,-11.16731,-9.562803,-8.905519,-9.214121,-10.88577,-11.53327,-11.18396,-10.55722,-10.31623,-10.10457
BDBJPGFE_04767 O-succinylhomoserine sulfhydrylase,-15.65687,-15.79576,-20.76528,-12.25329,-12.32528,-12.64929,-13.59034,-13.12416,-13.25432,-16.71966,-16.80145,-15.7884,-15.60511,-15.20689,-15.05868
BDBJPGFE_04768 Amidophosphoribosyltransferase,-19.68688,-18.13237,-18.49765,-15.25659,-16.34171,-15.24284,-13.75582,-14.43997,-13.74713,-14.1622,-17.69381,-17.53843,-16.30866,-14.76593,-14.71953
BDBJPGFE_04772 Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,-18.60287,-18.39767,-18.90649,-13.04031,-15.54939,-14.25786,-14.28094,-13.69885,-14.86535,-16.16941,-16.72947,-14.7176,-14.62667,-15.6014,-16.18972
BDBJPGFE_04773 Tryptophan synthase alpha chain,-17.98204,-19.25965,-17.79395,-13.10186,-11.84212,-13.23031,-12.71061,-12.05313,-13.34595,-16.19026,-16.47866,-15.98651,-15.36159,-14.8331,-15.06447
BDBJPGFE_04774 Tryptophan synthase beta chain,-17.57997,-19.2372,-19.02763,-14.65687,-15.62684,-15.37817,-15.14047,-15.29607,-15.86619,-15.38455,-17.57738,-16.91439,-15.5659,-15.3057,-15.00993
BDBJPGFE_04808 hypothetical protein,-14.58393,-15.66187,-16.03707,-16.43528,-14.28172,-13.70746,-16.40827,-15.5399,-15.03507,-17.16881,-16.6298,-15.60377,-16.02606,-15.71976,-16.2898
