Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
JANJIKNC_03663 Neutral endopeptidase,18.89627,18.6626,18.86444,19.16772,20.53528,19.73777,21.12641,21.011,20.94692,19.86275,19.64311,20.43601,19.00661,18.64384,19.9192
"JANJIKNC_03664 L,D-transpeptidase 4",19.36597,21.20329,18.2718,19.04939,21.10127,19.61602,21.3697,21.67577,21.91419,19.26572,19.52112,18.70481,18.99454,17.81074,18.98287
JANJIKNC_03668 Dihydroxy-acid dehydratase,19.7399,19.74595,19.04852,20.30797,19.80893,21.14165,20.78093,20.19364,20.3869,19.71983,18.63306,19.41789,20.41558,19.16388,19.0579
JANJIKNC_03675 Coniferyl aldehyde dehydrogenase,20.10239,19.94349,18.12163,19.45937,20.5925,19.66175,19.85008,20.40945,19.66143,20.54871,19.42949,19.39923,19.57137,20.21223,18.89146
JANJIKNC_03693 putative oxidoreductase,23.7958,23.60456,23.67357,22.86049,21.36244,22.69727,24.47507,24.25032,24.90569,22.93763,23.21759,23.19565,23.31133,23.37782,23.50434
JANJIKNC_03703 hypothetical protein,18.50902,18.96897,19.59989,19.03305,20.3453,19.09399,20.38089,20.91663,19.9043,19.78917,19.97907,20.33924,18.68769,19.0221,19.19912
JANJIKNC_03710 hypothetical protein,23.03949,23.74273,23.14408,22.91291,23.44784,23.44278,22.46274,22.84263,18.25063,22.55349,22.14467,23.52325,23.73335,23.57796,23.64735
JANJIKNC_03719 hypothetical protein,18.51407,19.63046,18.9239,19.91042,19.90752,20.9612,19.80967,20.39289,19.41227,19.77701,18.97544,20.14772,20.12591,18.87106,19.8764
JANJIKNC_03720 Lipoprotein LprN,24.43039,24.44626,24.52217,24.00213,23.53041,23.62823,23.80774,23.77183,23.26899,24.44487,24.40438,24.10534,25.11056,24.75705,25.31071
JANJIKNC_03721 hypothetical protein,20.9094,21.61135,20.92911,21.586,20.81305,18.91851,18.23941,20.87478,20.67762,19.9621,21.38284,19.46851,21.28229,21.72858,21.30686
JANJIKNC_03722 hypothetical protein,22.31166,22.75019,22.19565,22.39396,21.81061,21.80329,21.16711,21.3123,20.89393,22.76975,21.89256,21.24336,22.11696,22.73037,22.19746
JANJIKNC_03723 hypothetical protein,21.79023,21.828,22.10422,21.20096,20.14338,21.65228,21.68663,21.56598,21.14619,22.0833,21.84698,22.32762,22.048,21.76292,22.35875
JANJIKNC_03725 Electron transfer flavoprotein subunit alpha,22.8187,22.31025,22.62663,22.73525,20.18197,23.61065,24.39454,24.49515,24.501,22.30176,22.59427,21.52176,22.02408,22.66236,23.20383
JANJIKNC_03726 Electron transfer flavoprotein subunit beta,21.31794,20.46124,21.3469,20.72783,19.78452,22.27631,23.0409,23.58199,22.74074,19.63178,21.52884,20.1718,20.88509,21.61257,17.64464
JANJIKNC_03735 Demethylrebeccamycin-D-glucose O-methyltransferase,18.8814,19.80992,18.46903,18.99969,20.02351,19.24508,18.08519,18.78874,19.39249,19.88836,19.02177,19.7186,18.98347,19.35219,18.92323
JANJIKNC_03738 putative ABC transporter ATP-binding protein YlmA,21.37618,21.2524,21.22811,18.95437,20.37659,19.41202,20.84107,20.98878,20.84015,20.05295,19.55535,19.43173,18.97189,19.02427,18.2183
JANJIKNC_03744 putative cytochrome c oxidase subunit 1,18.68368,18.62618,18.56726,19.88134,21.02821,19.98193,20.03671,21.50673,20.66336,19.77406,20.08897,19.42897,19.07285,19.86974,19.44943
JANJIKNC_03745 putative siderophore-binding lipoprotein YfiY,19.40771,18.87331,18.6688,19.16445,20.07471,19.06527,20.49492,20.41967,19.94464,19.77163,20.02884,20.30124,19.20518,19.02793,18.64095
JANJIKNC_03747 NADP-dependent alcohol dehydrogenase C 1,18.41092,18.44709,18.78639,18.70938,20.28169,18.90921,19.13129,18.98607,19.46246,20.08722,19.03883,20.847,19.02439,18.77093,19.53122
JANJIKNC_03754 putative HTH-type transcriptional regulator,21.50009,21.21969,21.46717,20.85787,20.80583,21.13113,20.69863,20.95702,20.42388,21.70079,21.39414,20.94699,21.33347,20.96776,20.94271
JANJIKNC_03755 Menaquinone reductase,22.53735,22.45192,23.12269,19.02808,19.75386,21.34256,23.39375,22.89589,23.75501,20.89171,21.59323,21.80471,22.34017,22.1962,22.20833
JANJIKNC_03771 Ribonucleoside-diphosphate reductase subunit alpha 1,18.7592,20.69931,18.84529,19.79218,20.17647,22.4381,22.534,22.66243,20.86295,20.07251,19.95176,19.49259,19.0509,19.40616,21.16312
JANJIKNC_03826 O-succinylhomoserine sulfhydrylase,20.0312,18.87993,19.44569,19.47583,20.5447,19.8137,20.5657,20.35875,20.70759,19.54178,20.25176,19.78353,19.56876,20.66241,20.61324
JANJIKNC_03833 F420-dependent glucose-6-phosphate dehydrogenase,22.96317,22.33208,22.90115,22.16091,21.23588,22.4468,24.0231,23.81098,24.07985,23.51015,23.30536,22.93627,22.18283,22.08489,22.16162
JANJIKNC_03903 hypothetical protein,23.38785,23.05586,22.92749,22.52076,19.75152,22.53848,23.31202,23.92234,23.67347,19.90481,22.7862,19.22318,22.86754,22.45666,23.89717
JANJIKNC_03913 ESX-1 secretion system protein EccA1,19.0361,19.38444,19.27242,20.087,20.44151,20.6522,21.46802,22.26702,21.10271,19.13254,20.32516,20.54929,20.38953,18.77292,19.38589
JANJIKNC_03916 ESX-1 secretion system protein EccCb1,21.83047,22.36279,22.16497,19.6498,21.20264,22.35818,21.55389,21.95429,20.81417,19.95203,20.71121,19.48273,21.67491,19.87004,22.4542
JANJIKNC_03919 ESAT-6-like protein EsxB,24.59565,24.17592,24.01869,23.24085,23.54369,22.54331,23.44518,23.02305,23.83451,22.45911,23.36546,21.62729,22.71658,23.20972,23.32059
JANJIKNC_03921 ESX-1 secretion-associated protein EspI,21.93474,22.1029,21.95443,22.30042,22.06806,22.96805,22.19919,22.20165,21.87384,21.8233,21.51653,21.93765,22.30669,22.23914,21.807
JANJIKNC_03930 Mycosin-1,18.72822,18.76314,19.41781,19.28622,20.03694,19.60238,19.30198,19.50141,18.74895,20.0259,19.87566,19.36093,19.52297,18.5248,18.90929
JANJIKNC_03949 hypothetical protein,20.21324,19.34283,19.58386,19.14456,20.6836,19.06701,19.77612,19.90303,19.52589,19.17986,19.37288,19.66095,19.49137,19.31293,20.18217
JANJIKNC_03953 Putative short-chain type dehydrogenase/reductase,24.85842,24.67756,25.0138,24.0486,24.34408,24.36793,24.57531,24.37372,24.34008,24.30431,24.43682,24.38502,23.78636,23.92425,24.05424
JANJIKNC_03955 Demethylmenaquinone methyltransferase,21.34055,20.92528,21.23386,21.47996,21.07175,22.08252,21.68962,21.36906,21.70438,21.71695,22.0457,22.12597,22.39548,22.81482,22.28167
JANJIKNC_03958 hypothetical protein,19.69596,19.51295,18.93674,20.59521,21.04305,19.13693,19.39243,19.12966,19.61101,18.99785,20.23397,19.76424,19.13955,19.96395,19.90058
JANJIKNC_03959 (R)-benzylsuccinyl-CoA dehydrogenase,20.44395,19.90787,20.07405,19.19894,20.57649,20.2604,20.28455,19.89719,20.52955,20.13784,20.34743,20.79801,20.3033,21.01427,20.28207
JANJIKNC_03972 NAD(P) transhydrogenase subunit alpha,18.77641,19.28928,18.02801,18.73244,20.33864,19.90005,21.67478,22.09049,21.34202,20.01029,19.77332,19.85317,19.02831,19.24811,18.23274
JANJIKNC_03990 Long-chain-fatty-acid--CoA ligase,22.9598,22.76729,22.95856,22.34063,22.63677,22.8613,22.4806,22.48035,22.32141,22.32869,22.3566,22.04783,21.99759,22.67513,22.10649
"JANJIKNC_03994 Cob(I)yrinic acid a,c-diamide adenosyltransferase",21.80731,21.66826,21.69188,18.63695,20.72866,20.48257,20.96811,20.51171,21.28065,19.95271,18.57588,21.43639,21.5344,21.68808,21.44773
JANJIKNC_03997 ATP synthase subunit beta,26.26028,26.30041,26.39223,25.42892,25.65215,25.87739,26.60781,26.40907,27.02115,25.93955,25.85538,25.71458,25.62017,25.64515,25.87968
JANJIKNC_03998 ATP synthase gamma chain,24.43148,24.24699,24.54185,23.33811,22.63456,23.40899,24.13899,24.12258,24.57161,23.98094,23.89217,24.28553,23.51099,22.92443,23.38298
JANJIKNC_03999 ATP synthase subunit alpha,23.37332,23.89004,23.42982,24.45375,24.51497,25.37428,25.33439,25.53433,24.5948,23.66546,23.32017,23.25269,24.0739,24.05705,24.24111
JANJIKNC_04000 ATP synthase subunit b-delta,22.2905,22.36832,22.23333,23.1966,23.07804,24.01376,23.97448,24.0385,23.84,23.296,22.7522,22.70563,22.84176,22.47529,22.75927
JANJIKNC_04001 ATP synthase subunit b,17.20613,18.63142,18.11698,19.62645,20.0836,19.46171,21.55642,22.02371,21.32119,19.01463,19.7244,19.20245,19.83459,18.87188,19.18639
JANJIKNC_04012 Transcription termination factor Rho,23.10863,23.25926,23.35151,23.73417,20.59096,23.66199,23.54203,23.59126,23.30159,23.06715,23.13705,23.71377,23.88138,23.76648,22.91618
JANJIKNC_04014 Threonine synthase,19.4209,18.81456,19.27977,20.41255,20.35626,18.86423,21.13796,21.4838,20.95787,19.24295,19.10302,20.0173,19.49251,19.85265,18.86739
JANJIKNC_04015 Homoserine dehydrogenase,20.62158,20.60684,20.50882,19.00845,21.30033,19.63993,19.78045,20.15338,20.13871,19.33504,19.70724,19.68676,20.02121,18.95291,18.69045
JANJIKNC_04023 putative protein,18.16782,18.07561,20.7496,18.94205,19.97271,19.62061,20.93012,20.58095,21.20204,19.54593,19.56416,20.09254,19.48542,20.53517,20.74386
JANJIKNC_04029 Ribosomal-protein-serine acetyltransferase,20.97358,20.91561,20.66761,19.90603,20.02837,20.10252,17.83465,19.27663,20.68183,19.45156,19.52806,20.19668,19.16683,19.46942,21.50978
JANJIKNC_04032 HTH-type transcriptional repressor NicR,21.58774,17.72044,19.21737,19.93764,20.10791,19.27162,21.82423,21.7731,21.49018,19.63537,19.74623,19.54525,21.68286,21.821,21.51764
JANJIKNC_04036 hypothetical protein,23.19061,22.74768,23.06809,22.58003,20.05906,22.11146,24.23316,23.88428,23.60738,22.957,23.3254,23.44695,24.31962,24.55016,24.48548
JANJIKNC_04038 Streptothricin hydrolase,20.97484,20.40655,20.63467,19.38198,20.32706,19.18317,19.58101,19.33551,19.37793,19.53698,20.40603,19.48988,20.62042,20.93783,20.30508
JANJIKNC_04041 Bifunctional enzyme CysN/CysC,19.02968,19.14015,19.52196,18.87994,20.12202,19.04241,18.96694,18.71957,18.73882,19.64077,19.36734,19.53211,20.42583,19.727,18.77444
JANJIKNC_04042 Sulfate adenylyltransferase subunit 2,18.98296,19.08788,19.43685,19.7177,21.64559,19.77496,20.83484,21.28054,21.57842,19.41768,22.28729,20.43349,18.35675,19.50025,19.80638
JANJIKNC_04054 putative protein,20.00168,20.22117,20.16803,20.80908,21.3392,20.11579,20.25684,20.67504,19.77385,20.47239,19.38688,20.97897,20.35369,20.62738,19.56218
JANJIKNC_04082 hypothetical protein,19.71873,19.09363,18.30747,18.84893,19.86689,19.40548,19.63515,19.70207,18.52225,19.49862,19.97806,18.4555,18.01502,19.38883,18.87436
JANJIKNC_04111 Putative S-adenosyl-L-methionine-dependent methyltransferase,21.46906,21.47892,21.4502,20.5904,20.64166,18.5157,21.50877,21.45282,22.62266,21.58256,21.93833,18.91041,22.29715,22.49751,21.88114
JANJIKNC_04134 putative HTH-type transcriptional regulator,18.31462,20.5243,20.59878,19.75713,20.54986,19.32974,20.8108,20.6796,21.3093,19.70896,18.76593,20.52093,20.48895,20.36152,20.65141
JANJIKNC_04136 3-keto-5-aminohexanoate cleavage enzyme,20.71934,20.49121,21.20622,19.41453,21.0117,19.92299,18.16695,20.06303,19.89831,19.42987,19.50857,20.1465,20.58683,18.45719,20.61881
JANJIKNC_04168 hypothetical protein,18.91697,18.93214,18.26416,18.9149,20.25576,18.10846,20.2635,19.88508,19.29576,18.73331,19.59492,19.86948,19.56506,19.06474,18.08723
JANJIKNC_04184 hypothetical protein,23.72057,23.65916,23.77696,23.24425,22.26634,22.64904,23.64504,23.25883,23.69254,19.61152,22.46241,22.30067,23.59651,23.12509,23.31341
JANJIKNC_04243 hypothetical protein,19.31462,19.01713,19.11536,19.46258,19.59837,19.63557,19.62801,18.6466,18.90765,20.21721,19.34262,19.25781,20.67426,20.51644,20.37071
JANJIKNC_04255 NAD kinase,19.98774,19.45541,19.67891,18.56645,20.4045,18.98834,19.06608,18.96488,19.77785,19.40242,19.80195,19.87614,18.31371,18.90417,19.29587
JANJIKNC_04261 Copper transporter MctB,18.6027,18.94861,19.19046,18.9829,20.05585,20.2535,19.68452,19.84272,18.84564,19.70616,20.09677,19.82352,18.64104,19.59619,19.54318
JANJIKNC_04262 CTP synthase,18.23768,20.28816,20.14345,20.46104,20.93867,18.72766,21.07431,21.6281,20.28489,20.08364,19.85785,20.01875,20.30184,19.25889,19.18427
JANJIKNC_04269 putative RNA pseudouridine synthase,21.36645,21.23911,21.27321,21.2723,19.95651,19.97687,21.52464,21.07209,21.77483,21.19177,21.23865,19.71347,21.99414,21.71658,21.43303
JANJIKNC_04271 GTPase Der,21.54595,21.84015,22.05189,20.94849,21.39738,20.35907,20.76911,21.15832,20.72459,20.9693,20.64482,19.57513,21.11769,21.07241,20.83576
JANJIKNC_04307 Isocitrate lyase 2,22.00761,23.12087,22.26032,23.53029,23.32649,23.79481,23.02381,23.14614,18.65222,21.67853,19.99958,19.10485,23.45425,23.25298,22.93578
JANJIKNC_04321 hypothetical protein,18.8035,20.81511,20.95461,20.21857,20.06284,18.57121,20.5382,20.17426,20.76709,19.67732,21.08447,21.46772,21.09925,21.22941,21.39158
JANJIKNC_04335 putative protein,21.38527,21.71423,20.99155,19.9031,21.1884,19.95745,24.43294,24.5471,24.80558,23.02658,23.94181,22.1855,21.59405,22.98576,23.19519
JANJIKNC_04350 Fumarate reductase iron-sulfur subunit,20.9178,20.97526,20.96113,19.60556,21.4486,18.68354,21.33391,21.35439,18.62069,18.71902,20.03888,19.0576,21.30636,21.06664,19.38735
JANJIKNC_04351 Succinate dehydrogenase flavoprotein subunit,18.49235,19.91335,19.29614,18.96934,20.17456,20.13934,23.231,23.21229,19.8729,20.39543,19.7558,19.49053,18.82602,20.58774,19.13506
JANJIKNC_04354 putative protein,23.56058,22.60309,22.67092,19.44237,20.43522,19.29939,23.28926,22.42049,23.47605,19.98238,18.55162,19.8231,22.31719,22.38095,21.65421
JANJIKNC_04366 putative protein YbgJ,23.488,23.07143,23.37279,18.95474,20.97169,19.97007,22.1322,21.65264,21.18538,21.27395,21.47472,21.15146,22.13699,22.25462,22.0598
JANJIKNC_04383 6-aminohexanoate-cyclic-dimer hydrolase,19.34963,18.35234,20.32696,19.21691,21.17994,19.56618,19.89347,19.6287,20.58957,20.03865,19.66286,20.23935,20.73397,19.79929,20.44769
JANJIKNC_04405 hypothetical protein,22.71915,22.40169,22.96786,22.97607,22.60553,22.76824,21.9886,21.92828,20.74723,22.40109,22.2406,21.91207,22.04707,21.67904,22.3849
JANJIKNC_04406 putative protein,19.24371,18.56048,19.26999,20.92064,20.22107,19.90292,20.73529,21.17274,19.88526,19.61943,19.28097,19.27424,19.68994,19.58179,20.25684
JANJIKNC_04407 hypothetical protein,22.79727,22.70445,23.22628,23.52993,23.63843,24.2459,22.46134,22.96024,21.42798,23.30048,22.8565,22.54602,21.71423,21.47293,21.7471
JANJIKNC_04408 Lipoprotein LprN,24.89217,25.08736,25.35928,25.2738,24.73402,25.03695,24.21593,24.40328,23.23681,24.84871,24.61409,25.13497,24.27909,23.07475,24.80223
JANJIKNC_04409 hypothetical protein,19.63157,18.93905,19.62626,19.90432,20.53953,20.49648,19.81019,19.8565,18.74041,18.84073,20.19544,20.59204,19.65073,18.98785,19.41791
JANJIKNC_04410 hypothetical protein,25.47352,25.22486,25.61933,25.72124,25.20996,25.31669,23.8399,23.93229,23.12436,24.67098,24.61504,24.74827,24.20142,22.89676,24.43911
JANJIKNC_04411 hypothetical protein,24.00941,24.22993,24.4379,24.48475,23.40912,24.59178,22.67193,23.10132,21.6923,23.97719,24.32437,23.62868,23.23097,21.92205,23.68485
JANJIKNC_04412 hypothetical protein,21.36341,21.68629,21.47279,22.85211,23.11377,23.3684,20.96762,21.28658,18.07458,21.15301,21.37634,19.8661,18.5548,19.57712,20.97722
"JANJIKNC_04416 2-hydroxy-6-oxo-6-(2-aminophenyl)hexa-2,4-dienoic acid hydrolase",28.51047,28.25462,28.57874,27.49838,27.44466,27.11852,27.01967,26.94481,27.06795,27.74214,28.18258,27.5226,26.83364,25.56549,26.94525
JANJIKNC_04429 putative oxidoreductase,22.64597,22.52903,22.91006,21.69021,20.46859,21.46847,24.63384,24.53688,25.39434,22.69617,22.69375,22.76945,21.72276,18.70901,21.24063
JANJIKNC_04430 putative acyl-CoA dehydrogenase fadE25,19.51443,18.81,18.40022,19.28697,20.34706,18.58796,23.95695,24.00984,24.32965,20.35606,19.34642,19.15158,18.58952,20.21605,18.146
JANJIKNC_04431 putative enoyl-CoA hydratase echA8,19.07117,19.34647,18.51946,19.27228,20.69577,18.82371,22.51756,22.86079,23.594,19.26131,20.42357,19.61992,19.26116,18.8434,18.79221
"JANJIKNC_04432 1,4-dihydroxy-2-naphthoyl-CoA synthase",20.4803,19.85729,19.73589,19.81034,19.70939,19.1807,24.6386,24.60252,25.162,19.51924,19.66229,19.33415,19.16535,19.52036,18.90898
JANJIKNC_04433 Putative acyl-CoA dehydrogenase FadE17,18.17813,19.24154,19.08077,19.71015,19.88586,19.22364,22.5718,22.60684,23.96437,19.49373,19.00664,19.71754,19.52437,19.46151,20.26411
JANJIKNC_04434 Acyl-CoA dehydrogenase FadE34,19.00642,19.05685,17.91609,19.22285,20.24045,19.51222,20.92289,20.82478,21.47838,19.82852,19.63108,19.44231,18.24074,19.28809,19.17565
JANJIKNC_04436 3-oxoacyl-[acyl-carrier-protein] reductase FabG,25.65072,25.47528,25.82636,25.49616,24.6451,25.01436,24.75323,24.59594,24.4467,24.73624,24.88786,25.23688,25.92275,25.61231,25.85769
JANJIKNC_04437 Succinyl-CoA--L-malate CoA-transferase beta subunit,24.27071,24.40419,24.52755,22.89495,20.4803,21.38858,23.64779,23.47655,23.82192,23.27611,23.6953,23.61403,24.23476,24.45808,23.89458
JANJIKNC_04438 Medium-chain fatty-acid--CoA ligase,21.48119,22.23836,21.73095,19.18536,20.12361,21.56244,21.42747,21.65128,21.26694,20.21163,19.20765,19.30204,20.65001,18.76239,18.5035
JANJIKNC_04440 Putative alcohol dehydrogenase D,27.18537,27.41603,27.28136,26.95172,27.01446,27.65294,28.0295,28.02015,26.68592,26.85638,26.74689,26.61877,26.87795,26.91923,27.00721
JANJIKNC_04443 Betaine aldehyde dehydrogenase,28.45991,28.56573,28.60488,28.39836,28.05647,28.92507,28.41836,28.52854,27.30042,27.32122,27.42238,27.35153,28.0873,28.03606,28.02791
JANJIKNC_04444 Transcriptional repressor Mce3R,23.36426,23.40315,23.70683,23.3965,22.91346,23.30883,23.25782,23.381,22.34107,22.86304,22.69411,22.60987,23.68442,22.5592,23.6904
JANJIKNC_04445 Hydroxyacylglutathione hydrolase GloC,23.05663,22.96099,23.16872,18.55782,19.73157,22.69587,23.32567,22.60159,22.79463,20.1251,19.55705,22.36092,22.69751,22.57863,22.74189
JANJIKNC_04463 Beta-ketoadipyl-CoA thiolase,19.6453,18.53572,17.87732,19.81321,20.82248,19.50725,22.20699,22.0113,22.5173,19.79533,19.89146,19.61631,18.6463,19.69036,18.27226
JANJIKNC_04468 Acyl-CoA dehydrogenase fadE12,19.20047,18.44888,19.04721,20.355,20.30161,19.66337,19.77891,20.02472,19.2912,20.15871,20.42452,19.58832,19.75682,19.87306,19.81607
JANJIKNC_04471 Acryloyl-CoA reductase (NADH),19.66881,18.81156,19.30563,18.07017,19.97105,19.75739,21.40624,21.31501,21.91674,20.31957,19.27933,18.86579,19.31881,18.79088,19.13495
JANJIKNC_04473 Acyl-CoA dehydrogenase FadE27,19.11948,19.25019,18.95499,18.69171,21.02394,19.31264,20.80317,21.043,22.32882,20.00416,19.94161,19.68267,19.5547,19.37501,18.93228
"JANJIKNC_04474 2,3-dehydroadipyl-CoA hydratase",19.11205,18.90974,18.81071,18.84947,20.03433,19.11182,22.55143,22.00802,23.50942,20.67052,19.56254,19.30257,19.65957,18.79552,18.61957
JANJIKNC_04497 Chromosome partitioning protein ParA,20.01668,19.45621,21.7123,18.57208,19.02798,21.43802,21.45518,21.61652,21.46603,19.40374,19.54286,20.11933,19.37447,18.93471,18.57189
JANJIKNC_04519 hypothetical protein,23.20835,22.60576,22.72571,22.5024,22.29053,21.80326,21.16005,20.68526,21.61849,21.68804,22.36645,20.20193,21.15802,20.87252,20.94607
JANJIKNC_04557 50S ribosomal protein L32,21.50586,20.92998,20.94821,21.01209,21.00597,21.02891,22.27242,22.27068,21.48616,21.58003,22.31341,22.10508,22.26513,22.53794,22.56788
JANJIKNC_04558 Response regulator MprA,21.69901,22.06576,22.31244,22.45506,20.88159,19.96816,21.83522,20.72042,22.03332,22.4156,22.26714,22.53657,21.14488,22.19713,21.24435
JANJIKNC_04561 Molybdenum cofactor biosynthesis protein B,21.19773,19.13955,18.28168,21.02168,20.21301,18.69652,21.26728,21.02553,21.30346,19.92845,20.0091,19.81143,19.39174,19.45495,21.03106
JANJIKNC_04573 UTP--glucose-1-phosphate uridylyltransferase,20.6398,20.29345,20.67211,19.92192,20.41212,19.35435,20.36207,20.22706,20.82478,19.33806,20.56588,20.23392,20.00676,19.24217,18.75113
JANJIKNC_04587 Crotonyl-CoA hydratase,21.14258,20.49473,20.60205,20.9619,19.78188,20.68269,20.20753,19.98398,20.25834,20.44912,20.21821,19.77757,20.84759,19.55738,20.75467
JANJIKNC_04601 Ribosomal RNA small subunit methyltransferase I,20.68808,19.7676,20.85931,18.11193,20.21219,20.86189,21.14464,20.98392,21.44197,20.41607,21.11763,20.21645,21.63085,21.48616,21.56639
JANJIKNC_04607 Methionine--tRNA ligase,19.16047,18.41077,18.5542,18.70808,20.30994,19.455,19.96663,20.20335,20.58948,20.33741,19.25825,20.04486,18.5547,19.69794,18.94856
JANJIKNC_04610 Ribosomal RNA small subunit methyltransferase A,23.91123,23.85415,24.176,22.47608,22.41033,22.43112,24.6746,24.33006,25.53597,23.22257,23.58692,23.61515,23.63688,23.9878,24.15892
JANJIKNC_04613 Putative ligase/MSMEI_5285,20.16852,20.08421,20.09713,20.34743,20.25761,21.38843,21.4247,20.95006,19.59228,20.37955,18.64719,19.30036,19.54551,20.96747,19.09964
JANJIKNC_04620 50S ribosomal protein L25,18.94297,17.94659,18.19173,19.29045,21.08662,19.11219,20.15795,20.45503,20.50891,19.68867,19.24628,20.34123,19.1115,19.88434,19.16067
JANJIKNC_04621 putative oxidoreductase EphD,23.3002,23.14476,23.17006,22.69655,22.31346,22.76768,22.87515,22.75414,22.98036,22.84558,23.09952,23.48185,23.35192,23.43084,23.35837
JANJIKNC_04624 Ribose-phosphate pyrophosphokinase,22.66223,22.33617,22.89008,18.73564,19.92044,21.27475,22.7166,22.21531,23.58291,22.52344,22.01407,22.65382,22.7946,22.50712,21.83272
JANJIKNC_04627 Aspartate--tRNA(Asp/Asn) ligase,19.19237,18.60609,19.20457,19.0542,21.19636,21.09359,20.39561,20.62533,19.64334,19.71071,19.42379,19.66831,19.61164,19.72193,18.42333
JANJIKNC_04659 Arginine-binding extracellular protein ArtP,21.7446,21.25713,21.59923,18.99365,20.4982,19.62832,20.35272,21.00635,20.76935,21.93966,22.17377,20.35743,21.54468,20.90683,21.38163
JANJIKNC_04669 4-aminobutyrate aminotransferase,21.86287,19.0323,18.683,18.73381,20.39365,18.93812,21.09429,18.24929,17.77999,19.11508,19.44035,19.97721,21.58994,22.66902,21.84192
JANJIKNC_04671 Carboxylic acid reductase,17.6855,18.23878,19.04019,20.04209,20.85177,19.80389,20.73049,20.73355,21.19045,19.46907,19.64578,20.12796,19.47931,18.91889,18.81752
JANJIKNC_04675 Holliday junction ATP-dependent DNA helicase RuvB,20.81041,20.74172,18.44028,18.41975,20.30461,19.55511,20.71331,20.63414,20.55253,20.16042,18.42437,19.41466,18.53436,20.69905,19.41203
JANJIKNC_04679 putative transcriptional regulatory protein/MSMEI_2866,19.02605,20.55637,18.54543,19.31486,20.94348,18.49789,21.69808,21.68701,21.56839,19.87478,19.70914,20.62967,19.4167,20.04717,18.48431
JANJIKNC_04686 Pyridoxal 5-phosphate synthase subunit PdxS,23.48308,23.0331,23.33838,23.25624,23.38785,23.04303,23.42739,23.25111,24.05267,23.2953,23.30536,23.3843,23.0103,22.95051,22.95294
JANJIKNC_04689 Phosphatidylinositol mannoside acyltransferase,20.11502,19.88647,19.21791,19.28437,20.66676,19.2658,20.25972,20.4247,20.90441,19.67457,20.39989,19.48679,20.8946,18.7121,18.46361
JANJIKNC_04700 Carboxylesterase NlhH,19.57504,18.03041,20.34443,19.40454,20.48145,19.88074,19.81728,19.23299,20.2476,20.20142,19.3551,20.51663,19.73283,19.07601,18.6221
JANJIKNC_04706 S-adenosylmethionine synthase,21.12433,20.74205,19.95745,19.18035,20.1853,21.35687,22.20863,22.02066,22.08563,19.68523,19.20118,19.70867,20.94749,19.43316,21.29933
JANJIKNC_04708 DNA-directed RNA polymerase subunit omega,18.85017,19.85098,17.75224,18.7805,20.59048,18.72893,20.69625,19.89433,20.02823,19.92796,19.94569,20.52154,18.54543,19.47847,18.99412
JANJIKNC_04709 Guanylate kinase,21.51176,21.58321,21.69081,19.40116,20.65059,20.00101,20.91474,20.95447,20.51268,21.31578,21.33336,19.79053,21.40104,18.57584,18.50506
JANJIKNC_04710 hypothetical protein,27.55684,27.18262,27.19206,28.27008,28.25705,27.97076,27.93977,27.81072,27.50673,27.62289,28.17145,27.45081,28.06065,28.28423,28.24984
JANJIKNC_04714 Carbamoyl-phosphate synthase large chain,19.19086,18.87515,18.69645,19.36994,20.01172,19.97757,19.83265,19.80234,19.13109,19.47351,19.29941,19.98339,18.82014,19.8452,19.60375
JANJIKNC_04719 Bifunctional protein PyrR,19.93054,19.70065,18.30655,19.782,21.31828,19.99062,20.9374,20.18628,20.82011,19.31259,20.1887,20.2098,20.80876,19.18812,19.91772
JANJIKNC_04726 putative protein,20.83384,21.17816,21.13333,19.46042,20.74259,19.68262,21.11521,20.30853,21.37867,20.8606,18.3536,20.02891,19.2206,22.86737,20.38638
JANJIKNC_04733 Elongation factor P,21.01849,20.5804,20.60078,19.76377,20.80236,19.66299,20.84245,20.64033,21.03396,19.96215,19.23593,19.982,18.80821,19.11022,19.37751
JANJIKNC_04734 Aminopeptidase YpdF,20.96972,20.78253,20.72417,21.09648,21.44344,21.25966,20.1154,20.25338,19.62635,18.53066,20.8254,20.0656,19.30298,20.54482,18.93875
JANJIKNC_04736 3-dehydroquinate synthase,18.9708,21.22128,20.77909,18.91776,19.31143,19.60077,21.4405,20.54576,21.48861,20.03745,18.94123,19.78864,19.43475,19.30669,20.58408
JANJIKNC_04738 Chorismate synthase,18.97255,19.06797,19.02205,19.80711,21.48305,19.16424,19.52751,19.47156,19.54057,19.12449,19.18719,20.35797,19.60793,19.49293,19.14525
JANJIKNC_04743 Alanine--tRNA ligase,20.27833,20.71574,20.29221,18.77354,20.23174,19.17305,20.62943,20.50882,20.25695,19.70951,19.86723,20.33673,19.55234,18.8124,19.22149
JANJIKNC_04758 putative protein/MSMEI_6344,20.49882,20.74205,20.58279,19.50479,19.9915,18.85081,18.33558,17.17644,18.52888,19.624,18.74446,19.75914,20.45413,19.11944,19.52853
JANJIKNC_04762 hypothetical protein,19.11854,19.1891,18.36098,19.64642,20.51372,19.23683,19.61052,19.95546,20.58875,19.54512,19.703,20.08655,19.5177,18.77012,18.96096
