Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC
BDBJPGFE_00534 Malate synthase G,32.70143,32.52664,32.27539,31.34165,30.75127,30.89757,32.75293,32.83538,32.7718,33.09343,33.01536,33.10223,32.56629,33.10498,33.0579
BDBJPGFE_00543 Thiazole synthase,27.1865,27.05755,27.4993,24.05075,23.88195,25.72281,24.47926,24.87431,24.57572,25.12728,24.60343,23.46718,24.83711,24.52251,24.07318
BDBJPGFE_00544 tRNA (guanine-N(7)-)-methyltransferase,26.41751,25.86096,25.75835,25.43101,23.9038,24.7159,24.68926,25.79595,24.24173,24.18017,24.46849,25.40543,25.48341,23.57007,25.48797
BDBJPGFE_00552 TRAP-T-associated universal stress protein TeaD,28.41183,27.7449,28.13961,28.2764,27.49297,26.84781,28.34083,28.231,28.33279,28.14389,28.45399,28.56333,27.85228,28.41913,28.21905
BDBJPGFE_00554 Ectoine TRAP transporter small permease protein TeaB,25.64708,26.2999,25.8327,23.96587,25.10973,24.84826,25.02458,25.74134,25.80114,24.46998,25.40928,25.60269,25.22755,25.26853,25.49805
BDBJPGFE_00555 Ectoine-binding periplasmic protein TeaA,32.42822,32.00501,32.23977,33.08991,32.69663,32.94433,32.5483,32.7545,32.44364,32.40116,32.11198,32.05695,32.1054,32.20087,32.49111
BDBJPGFE_00557 putative ABC transporter ATP-binding protein YheS,26.93888,26.43717,26.39789,24.34459,26.27813,25.139,24.82204,24.10194,24.24102,24.16881,24.04321,24.82364,25.53249,24.27635,23.31445
BDBJPGFE_00562 hypothetical protein,24.48358,23.07076,23.26316,28.12218,28.58366,28.05781,28.24717,28.13712,28.13099,27.96703,28.04218,27.62993,27.35102,27.91382,28.3885
BDBJPGFE_00564 Monocarboxylate 2-oxoacid-binding periplasmic protein,30.64298,30.57506,30.75851,25.36481,24.95816,25.59872,27.29518,25.87837,26.47085,28.30121,28.20588,28.61558,27.47065,27.92609,28.16317
BDBJPGFE_00566 hypothetical protein,26.02056,26.34669,26.14965,24.76545,25.14992,25.57933,24.72491,24.93844,23.97104,24.53379,25.1782,26.16263,25.83942,24.36518,23.71623
BDBJPGFE_00568 Thiol:disulfide interchange protein DsbA,30.00932,30.07495,30.11284,29.32401,29.98549,30.44973,29.95712,30.01025,29.49825,29.49114,29.8701,29.37615,29.87739,29.03328,29.60217
BDBJPGFE_00569 Cytochrome c4,26.54247,26.93202,27.00035,27.02073,26.53059,23.89504,26.6133,26.75557,26.73686,27.02918,26.68137,27.08912,25.44616,27.07265,27.24545
BDBJPGFE_00570 putative GTP-binding protein EngB,25.83084,26.98956,26.46767,23.71086,24.10559,24.42256,24.88548,25.38541,24.60558,24.85732,25.10574,25.32093,24.33315,25.10513,25.20747
BDBJPGFE_00574 Diaminopimelate epimerase,25.69184,25.17162,25.62039,24.15176,24.83222,25.16895,24.73641,24.41825,25.45077,24.77502,25.15167,23.79647,24.18279,23.36734,25.23228
BDBJPGFE_00575 Diaminopimelate decarboxylase,29.5658,29.67718,29.50218,25.46454,24.91639,24.98632,26.18001,25.84661,25.66085,25.37245,26.05186,25.55583,25.91945,26.63104,27.08932
BDBJPGFE_00577 Argininosuccinate lyase,30.5549,30.76359,30.44332,28.7775,28.487,28.64203,28.95105,28.93464,29.13374,29.00678,29.03988,29.2748,28.5931,29.45503,28.92142
BDBJPGFE_00579 Porphobilinogen deaminase,29.33433,30.23043,29.59338,29.1487,24.15004,29.36007,24.49543,29.13709,29.5677,29.87622,29.0379,29.28582,29.24198,29.32969,28.86803
BDBJPGFE_00581 Protein HemX,32.46339,32.27392,32.16162,31.9822,31.8932,31.67821,32.17427,31.96733,32.12432,32.04404,32.1125,32.42162,31.87284,32.15894,32.24663
BDBJPGFE_00582 Protein HemY,30.85177,30.67522,30.66255,30.03499,30.07903,29.77689,30.41014,30.06059,30.21048,29.98753,30.29537,30.24354,29.98739,30.09961,30.12065
BDBJPGFE_00620 Vanillin dehydrogenase,27.91872,28.37103,28.14943,28.11222,28.08492,28.42386,29.08907,28.67448,28.82399,29.55649,28.92572,29.1831,27.27177,29.28162,28.94843
BDBJPGFE_00621 Hydroxycinnamoyl-CoA hydratase-lyase,24.76405,24.92216,25.20363,25.11028,25.57843,24.51933,24.20646,24.11053,24.98029,24.91078,24.68753,24.96237,25.24017,25.14091,24.50583
"BDBJPGFE_00633 Protocatechuate 3,4-dioxygenase beta chain;BDBJPGFE_00685 Protocatechuate 3,4-dioxygenase beta chain",25.03318,24.83923,24.87685,23.87814,24.76789,26.36778,25.079,24.37169,24.44951,24.66099,24.52498,25.24717,24.73778,24.64251,25.87575
BDBJPGFE_00690 3-oxoadipate CoA-transferase subunit A;BDBJPGFE_00638 3-oxoadipate CoA-transferase subunit A,25.1834,25.36866,25.34031,25.92891,25.82689,25.03292,24.97448,24.14045,25.77656,25.31783,22.80332,23.95663,25.48632,24.49148,25.02501
BDBJPGFE_00643 Aryl-alcohol dehydrogenase,23.25622,23.77831,24.07768,25.63791,25.99252,24.28586,23.78072,25.24198,25.32876,25.03946,25.57551,25.61557,24.68136,25.40931,25.42896
BDBJPGFE_00645 4-hydroxybenzaldehyde dehydrogenase (NADP(+)),28.44632,28.24952,27.79606,29.85228,29.38492,29.36649,30.79753,31.15997,30.62514,30.47518,30.37617,30.30422,29.63938,29.88593,29.56067
BDBJPGFE_00647 4-cresol dehydrogenase [hydroxylating] flavoprotein subunit,28.60527,23.6741,23.89541,30.37441,30.63288,30.56074,30.85467,31.0595,31.03105,30.28846,30.03052,29.87574,29.93635,29.59365,29.74357
BDBJPGFE_00650 Phenol regulator MopR,25.80597,25.70938,25.79872,25.25083,24.14958,25.52067,26.18007,24.3775,25.38882,25.09575,24.00979,25.88895,26.09162,26.29887,26.30459
BDBJPGFE_00654 3-hydroxybenzoate 4-monooxygenase,25.41832,25.43549,25.31237,24.85201,25.47901,25.2178,23.31933,26.13826,25.18706,24.09988,24.14772,23.42192,24.49802,23.11868,24.72588
BDBJPGFE_00669 HTH-type transcriptional regulator KipR,25.45579,25.72257,25.42605,24.81643,24.77074,24.07413,24.12737,24.8146,24.72684,24.78251,23.23726,24.43045,24.79361,24.8865,24.66482
BDBJPGFE_00673 Solute-binding protein,25.09273,25.08995,25.82082,25.32347,24.82627,25.27959,25.14868,25.36343,23.93648,24.13999,24.46434,25.55521,25.93944,26.08843,24.09199
BDBJPGFE_00680 Vanillin dehydrogenase,24.0446,25.16289,24.84671,26.09754,24.31243,26.24057,25.51525,23.92518,24.18325,25.23381,25.80966,25.5792,25.05742,25.1164,25.61479
BDBJPGFE_00688 Beta-ketoadipyl-CoA thiolase,26.376,26.77643,25.82806,25.76263,26.38813,25.76051,26.3744,24.57144,26.4982,26.32347,25.1448,24.73293,24.82419,24.82925,24.85724
"BDBJPGFE_00691 3-carboxy-cis,cis-muconate cycloisomerase;BDBJPGFE_00639 3-carboxy-cis,cis-muconate cycloisomerase",24.05895,24.81656,24.28468,24.44723,25.88343,25.1452,24.45958,24.86283,23.61683,24.64516,24.20104,24.18702,25.61149,23.01933,24.62722
BDBJPGFE_00693 putative protein,25.92515,26.45933,26.49065,26.81702,27.4501,27.64423,27.48347,27.57499,27.79272,27.73531,27.6513,24.90729,27.4677,27.68966,27.58692
BDBJPGFE_00696 4-hydroxyphenylpyruvate dioxygenase,26.28203,26.75672,26.09897,25.35081,25.30659,25.67712,24.70153,24.15826,25.17574,25.91249,23.47181,24.19649,26.30703,24.64064,24.49405
BDBJPGFE_00699 Solute-binding protein,26.72793,25.72393,25.8826,23.38747,25.07604,25.87052,26.03094,24.08077,24.54697,24.66018,24.56098,24.17846,25.33385,25.7989,26.69392
BDBJPGFE_00711 hypothetical protein,28.40312,28.84577,29.18475,24.71076,25.67417,27.35271,30.78799,30.77431,30.89092,30.76864,30.91762,30.31008,30.81963,30.72012,30.89389
BDBJPGFE_00713 3-dehydroquinate dehydratase,28.19479,27.73143,27.70035,27.16663,25.34955,24.51086,27.01425,24.53776,24.29179,27.95088,26.94447,27.27222,25.78446,27.84691,27.28092
BDBJPGFE_00714 putative protein,26.75213,27.05961,27.23991,24.85045,25.12904,23.69203,24.79956,24.64064,24.93809,25.74868,24.08326,26.28453,25.46177,25.34503,23.98055
BDBJPGFE_00716 hypothetical protein,27.03381,26.95405,26.55529,28.63644,28.04583,27.74554,27.70048,27.89024,27.3662,27.38731,27.65431,27.96152,27.61541,27.28877,27.20313
BDBJPGFE_00718 HTH-type transcriptional regulator HexR,25.85198,25.42304,25.40613,23.83062,24.63816,25.651,25.0037,24.93643,23.80779,24.00392,23.77085,24.96867,25.17978,24.69547,25.0115
BDBJPGFE_00719 DNA helicase II,27.48339,27.32449,27.38344,24.9082,25.07313,26.45348,25.91095,23.99762,26.45847,24.75057,25.47222,24.43783,24.81413,23.99461,25.37895
BDBJPGFE_00720 Monocarboxylate 2-oxoacid-binding periplasmic protein,31.0747,31.38643,31.34006,30.56692,30.74318,31.00008,30.68762,31.10387,30.8993,31.00999,31.02314,30.71104,30.74607,30.98997,30.88249
BDBJPGFE_00726 Phosphate-specific transport system accessory protein PhoU,28.00699,27.95183,27.41377,27.80587,27.54731,26.82372,26.40701,27.01191,25.99639,27.1673,26.76825,26.83002,26.64444,26.88902,26.13238
BDBJPGFE_00780 RCS-specific HTH-type transcriptional activator RclR,24.06686,24.09088,24.3908,25.16821,25.53267,24.93965,22.37983,24.99434,25.08241,25.89347,25.15958,24.13695,24.58555,24.56605,25.33606
BDBJPGFE_00781 Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC,25.02073,24.94664,25.00436,24.91705,24.73672,24.86628,24.03001,24.73869,24.47505,24.57852,25.19967,24.70511,25.08661,25.50018,25.37059
BDBJPGFE_00829 Glutamate synthase [NADPH] large chain,24.55151,25.45926,25.2065,25.3804,25.52001,25.03271,23.72945,26.01395,25.71164,25.41551,25.7753,25.67543,25.34746,25.18538,25.60755
BDBJPGFE_00861 Vitamin B12 transporter BtuB,26.55196,27.34282,27.20443,28.91533,29.17327,28.6971,28.88317,28.74714,28.45309,27.97334,28.59804,28.43157,29.00233,28.52914,28.59395
BDBJPGFE_00862 Quinoprotein glucose dehydrogenase,28.27311,27.7337,27.78967,29.83868,29.64377,29.26437,28.54687,28.00892,28.16552,28.21886,28.2129,27.73163,27.88507,27.73124,27.9386
BDBJPGFE_00863 Putative NADP-dependent oxidoreductase YfmJ,29.30413,29.01773,29.29332,29.65224,29.81774,29.66611,29.20616,28.99367,28.11481,28.99326,28.76139,27.92349,28.80437,29.06235,29.01842
BDBJPGFE_00865 hypothetical protein,29.33405,29.38107,29.42828,29.09416,28.92249,29.50616,29.21688,29.5012,29.40811,29.31352,29.76689,29.64468,29.15364,29.12933,29.5183
BDBJPGFE_00871 Iron-regulated protein A,29.26038,29.07893,28.68956,27.42678,25.06868,24.73767,28.28423,28.2166,28.29811,28.58158,28.55486,28.79476,28.3016,28.54525,28.61488
BDBJPGFE_00879 hypothetical protein,27.29614,27.3667,27.49595,26.07775,25.85872,26.01056,26.82092,23.87593,26.30664,24.52795,26.46375,26.3179,24.79502,26.45826,26.19029
BDBJPGFE_00892 Ferrichrome outer membrane transporter/phage receptor,29.74032,30.35279,29.97487,29.18615,28.01611,28.79023,30.14273,29.91741,30.05595,30.12472,30.15919,30.07291,29.73261,30.31409,30.1973
BDBJPGFE_00898 Vibriobactin utilization protein ViuB,25.38482,25.94306,26.13224,22.97864,24.71752,25.89697,24.5498,24.98142,24.97326,23.52278,23.54884,25.50112,25.63637,25.57242,25.16461
BDBJPGFE_00912 Fe(3+)-pyochelin receptor,27.57131,27.54724,27.55669,26.70332,24.12556,26.17185,27.73686,27.317,27.47119,26.95737,27.30713,27.12416,25.25328,27.35968,27.51653
BDBJPGFE_00919 Uronate isomerase,26.1755,26.50785,26.12108,24.78809,25.24764,24.33516,23.95963,25.38212,23.79404,24.81794,24.1121,27.04812,25.50252,26.71843,26.84326
BDBJPGFE_00923 Solute-binding protein,25.39162,25.14449,25.43702,27.25782,27.09949,27.32105,27.77102,28.17427,27.96213,27.78949,27.92705,27.70734,27.84494,27.86396,27.79532
BDBJPGFE_00928 Low specificity L-threonine aldolase,27.89741,28.15933,27.59925,25.87986,24.24962,25.44038,25.07868,24.7556,24.96164,24.03287,25.1551,23.50138,25.12272,26.68565,25.01603
BDBJPGFE_00931 Metalloprotease LoiP,26.89851,26.78244,26.73673,26.73363,26.33743,25.95615,26.81665,26.80021,27.26705,27.09204,27.00956,26.83195,25.66136,27.14696,27.30869
BDBJPGFE_00952 Alpha-ketoglutaric semialdehyde dehydrogenase,30.36661,30.35605,30.20548,29.11726,28.94924,29.28723,29.58101,29.40088,29.4512,29.1894,29.50817,29.2854,29.16942,29.66623,29.55556
BDBJPGFE_00984 Lactaldehyde dehydrogenase,28.27888,28.24572,28.29334,24.86635,25.25348,25.0084,27.62833,26.71581,27.55808,27.67256,27.67902,27.45701,27.55764,27.69538,27.27844
BDBJPGFE_00993 Transcriptional regulator KdgR,27.3575,26.70306,27.56841,26.47028,24.17195,25.15946,24.53922,26.15163,26.60102,24.93044,23.92137,26.53903,24.5892,26.24735,26.43851
BDBJPGFE_00997 Sensory transduction protein regX3,23.81783,24.15051,23.87493,25.09688,24.90427,23.81428,24.45851,25.3212,24.83879,24.01307,24.26115,24.04836,25.32323,25.43801,24.9425
BDBJPGFE_01001 Methyl-accepting chemotaxis protein II,27.74778,27.69783,27.04989,28.11684,27.35531,27.32131,27.1036,27.58935,26.52685,26.5479,26.69006,27.06229,26.59164,26.50031,26.4366
BDBJPGFE_01006 hypothetical protein,25.26842,25.20094,25.65701,25.64916,25.13627,25.62978,24.39149,24.39515,23.40933,25.04938,22.69491,24.55976,23.81025,24.82506,23.10661
BDBJPGFE_01013 Histidinol-phosphate aminotransferase,27.78194,27.22812,27.62902,27.06948,23.93589,25.79355,27.53208,27.77731,27.53993,27.9073,27.47831,27.1054,25.52646,27.30774,27.65068
BDBJPGFE_01014 hypothetical protein,30.52487,30.56047,30.59272,30.27053,29.84065,29.93537,29.81285,29.60682,29.51908,29.59424,29.47208,29.49654,29.30828,29.53864,29.70649
"BDBJPGFE_01016 Selenide, water dikinase",25.54295,25.76661,25.8949,24.74311,25.39666,25.83791,25.58529,25.28086,25.22328,25.92289,26.03358,25.64776,25.66283,26.54542,25.93612
BDBJPGFE_01021 Imidazole glycerol phosphate synthase subunit HisF,26.63934,26.57443,26.44267,25.7935,24.59672,24.59119,26.19238,26.55542,25.13855,26.48696,25.00416,24.45558,26.21683,25.03494,24.25067
BDBJPGFE_01022 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,28.32899,28.52051,28.24694,27.60463,27.98739,27.24463,28.13428,28.33275,28.25259,27.55903,28.20415,27.81934,28.14229,28.1035,28.03192
BDBJPGFE_01023 Imidazole glycerol phosphate synthase subunit HisH,27.20098,27.00056,26.66126,26.58706,26.67721,25.40125,23.67938,26.68819,22.01769,25.60973,24.46295,25.78284,24.70966,26.71699,26.73635
BDBJPGFE_01024 Histidine biosynthesis bifunctional protein HisB,26.34731,26.73376,25.7656,25.56647,25.76036,25.07315,25.71437,25.20333,25.11553,25.20247,24.98294,24.87522,24.76563,25.05817,24.93423
BDBJPGFE_01026 hypothetical protein,28.69016,28.56347,28.53092,28.22656,28.71027,28.35951,28.22076,28.11961,27.53364,27.70438,25.5484,27.9194,26.95748,27.78275,28.12829
BDBJPGFE_01035 putative protein YcgM,28.65308,28.80079,28.94377,28.05817,28.66228,25.36149,28.12337,28.76364,28.6007,24.01648,28.5622,28.57946,24.88857,28.40162,28.3435
BDBJPGFE_01036 Biosynthetic arginine decarboxylase,27.01372,26.12112,26.58978,26.01561,24.15447,24.38554,25.86162,24.78506,25.85048,25.45262,25.50133,25.84508,24.81584,25.15329,24.62024
BDBJPGFE_01038 DNA polymerase I,30.39202,30.06522,30.1267,30.13712,29.99994,29.78905,29.80136,29.81704,29.80655,29.80395,29.75634,29.91228,28.95233,29.96306,30.14163
BDBJPGFE_01039 Cytochrome bd-I ubiquinol oxidase subunit 1,27.67546,28.00099,28.07582,23.90991,25.25479,24.81368,24.74431,24.68363,23.81565,24.30566,22.78268,24.97972,25.3918,24.20832,23.98032
BDBJPGFE_01040 Cytochrome bd-I ubiquinol oxidase subunit 2,25.32461,25.0669,24.94145,23.74792,25.22724,24.32984,24.18719,25.88229,25.27236,25.22311,24.40339,24.97742,25.85019,24.7702,24.81769
BDBJPGFE_01044 Iron deficiency-induced protein A,30.82252,31.19125,31.29038,31.71231,32.26855,32.41415,32.02868,32.1481,31.98172,32.06185,31.82578,31.89872,31.77976,31.98421,32.12836
BDBJPGFE_01047 C4-dicarboxylate TRAP transporter large permease protein DctM,23.15921,23.97697,23.84505,26.01082,25.87715,25.74725,25.58058,25.17942,25.35316,24.86406,25.48434,25.19539,25.4852,24.51424,24.73846
BDBJPGFE_01049 Monocarboxylate 2-oxoacid-binding periplasmic protein,30.91663,31.2727,30.98631,33.63839,33.72852,33.87051,33.41375,33.48075,33.28788,32.93093,32.95544,32.90173,32.78864,32.88726,32.91686
BDBJPGFE_01051 Cytosol non-specific dipeptidase,28.01132,27.94548,27.84524,27.43046,27.08071,27.3506,26.69152,27.19723,27.12869,26.91354,27.21771,26.74407,27.23197,27.07725,27.11932
BDBJPGFE_01052 putative protein,29.90956,29.61419,29.93452,30.00852,29.32,29.44127,29.43259,29.57082,29.60902,29.69237,29.77124,29.45679,28.3541,29.92196,29.75298
BDBJPGFE_01053 Glycerate 2-kinase,25.97991,25.85553,26.04972,26.12313,27.18877,27.19938,24.30466,26.7016,26.77002,26.00996,26.3721,26.23387,25.34126,24.88654,26.77392
BDBJPGFE_01054 hypothetical protein,25.13093,25.13038,25.39516,25.98429,24.88667,24.81894,25.03074,23.70135,24.70906,25.89356,25.43908,25.40031,24.39555,25.29863,25.35984
BDBJPGFE_01065 Putative short-chain fatty acid transporter,24.84148,25.95874,23.83033,27.06147,26.45726,24.93129,27.04718,27.24454,27.63464,26.48027,24.78116,27.13604,26.83207,24.23438,23.99925
BDBJPGFE_01069 Beta-ketoacyl-[acyl-carrier-protein] synthase FabY,30.4177,30.23089,29.84946,26.70899,25.39516,27.57275,28.12396,28.22375,27.82104,27.12701,28.00555,27.35498,26.70636,27.95671,27.68003
BDBJPGFE_01072 D-alanyl-D-alanine carboxypeptidase DacC,25.92098,26.07384,26.1537,23.31153,24.17782,25.56018,24.80854,25.26205,24.58123,25.32031,25.53435,24.02607,25.17119,25.75441,25.42429
BDBJPGFE_01074 Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,29.36436,28.93641,29.30795,25.68368,25.26508,25.79533,26.73854,25.86396,22.88423,27.21095,24.18963,25.69938,24.96534,26.68016,25.96142
BDBJPGFE_01085 Transcriptional regulatory protein RstA,27.52335,27.86656,28.12918,27.60724,27.52343,27.41635,28.12559,28.35355,28.11862,28.06296,27.6465,28.02907,25.80704,27.97098,27.74118
BDBJPGFE_01086 Sensor protein RstB,25.48711,26.60752,26.07782,24.65715,25.78123,24.79112,24.41312,25.17631,25.69435,24.14768,23.85722,24.48151,25.26213,23.98013,24.45317
BDBJPGFE_01088 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,28.82726,29.19004,29.05882,25.01637,25.074,25.50361,28.03596,28.0801,27.57073,28.3855,28.59377,28.72302,27.68505,28.78379,28.19643
BDBJPGFE_01089 Polyphosphate kinase,26.26846,26.44902,26.56042,27.50839,26.7166,24.38886,23.80871,25.3062,24.76546,24.59378,24.57304,23.22303,24.3994,24.27986,26.23497
BDBJPGFE_01090 Delta-aminolevulinic acid dehydratase,28.45748,28.80452,28.4862,28.20932,28.34862,27.70293,28.6059,28.69255,28.51702,28.53894,28.06707,27.96543,27.88716,28.12731,28.27307
BDBJPGFE_01091 Glyoxalase ElbB,28.12194,28.01329,27.96047,27.29263,27.0703,26.92286,27.63152,27.38854,27.76661,26.84852,27.84056,24.92461,24.88846,28.16524,27.0427
BDBJPGFE_01093 Sec-independent protein translocase protein TatB,27.40649,26.76875,26.83292,24.3675,24.38537,25.05083,25.06393,23.20896,24.04063,23.44206,23.75051,24.23029,24.88696,24.68651,27.60894
BDBJPGFE_01094 Sec-independent protein translocase protein TatA,29.0229,29.0567,28.9163,27.52984,26.1791,26.69352,27.77787,27.59014,27.88443,27.91775,27.7656,27.73551,26.48396,27.67013,27.93775
BDBJPGFE_01095 Phosphoribosyl-ATP pyrophosphatase,25.94199,26.06254,25.77508,24.70292,25.62459,25.36181,24.75438,24.3336,23.66633,24.22046,24.52331,25.55863,24.79268,24.54185,24.60539
BDBJPGFE_01096 putative protein kinase UbiB,27.60872,27.81556,27.71823,25.53887,24.67459,26.04187,24.75387,25.29824,25.80336,24.18977,24.39182,24.5251,23.98314,27.85359,27.63762
BDBJPGFE_01098 Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,28.13673,27.79934,27.94408,27.30539,26.9914,26.66248,26.90713,26.43202,26.68378,26.8749,26.87444,26.80403,25.92447,26.8962,26.56189
BDBJPGFE_01100 ATP-dependent protease ATPase subunit HslU,30.07712,30.13748,29.98536,29.60049,29.5753,29.72849,29.66854,29.69871,29.60098,29.51316,29.54219,29.67533,29.37607,29.63768,29.70317
BDBJPGFE_01102 Cell division protein FtsN,26.60456,26.78831,26.44966,24.84547,25.23018,26.0611,24.18951,24.98248,25.03938,24.17107,24.15653,25.06562,24.81743,24.91409,24.57201
BDBJPGFE_01103 Arginine--tRNA ligase,30.49095,30.43956,30.33447,29.61598,29.42866,29.09585,29.6598,29.37753,29.59336,29.37354,29.63596,29.5093,29.15037,29.74607,29.98739
BDBJPGFE_01106 NADP-dependent malic enzyme,30.80347,30.81153,30.80778,29.73345,29.86471,30.31095,30.8592,30.81345,30.83681,30.8838,30.60894,30.65284,30.57597,30.69237,30.97849
BDBJPGFE_01110 Phosphoribosylformylglycinamidine synthase,31.09955,31.29154,30.84931,29.91342,29.36565,29.54189,29.38416,29.30559,29.6258,29.73891,29.778,29.74029,29.19868,30.10924,29.77258
BDBJPGFE_01115 Ribosomal large subunit pseudouridine synthase B,26.32761,26.12597,26.22518,25.66191,25.38241,25.56217,26.2041,26.40183,26.14723,25.75052,25.92866,26.5631,24.9701,26.18062,26.36933
BDBJPGFE_01121 Putative transport protein,26.13495,26.28505,26.34042,24.54971,25.60579,25.23417,27.39092,27.64265,27.39909,24.45107,26.92909,26.89215,25.41059,24.38304,26.96014
BDBJPGFE_01122 Peroxiredoxin Bcp,28.92838,28.56979,28.8229,26.71175,25.73464,25.50867,27.14637,27.5372,27.55039,27.99545,27.81672,27.63437,25.20491,28.30986,27.64423
BDBJPGFE_01123 4-hydroxy-tetrahydrodipicolinate synthase,28.50438,28.36753,28.53831,28.14501,28.5213,28.556,28.27031,28.53118,28.49618,28.34765,28.2497,28.17555,28.34058,28.22398,28.18886
