Fasta headers,P,P,P,PhAc,PhAc,PhAc,DBP,DBP,DBP,DEHP,DEHP,DEHP,ATBC,ATBC,ATBC,P_relabun,PhAc_relabun,DBP_relabun,DEHP_relabun,ATBC_relabun,P_mean,PhAc_mean,DBP_mean,DEHP_mean,ATBC_mean,P_sd,PhAc_sd,DBP_sd,DEHP_sd,ATBC_sd,P_PhAc_fc,P_DBP_fc,P_DEHP_fc,P_ATBC_fc,PhAc_DBP_fc,PhAc_DEHP_fc,PhAc_ATBC_fc,P_PhAc_ttest,P_DBP_ttest,P_DEHP_ttest,P_ATBC_ttest,P_PhAc_ttest_sig,P_DBP_ttest_sig,P_DEHP_ttest_sig,P_ATBC_ttest_sig,PhAc_DBP_ttest,PhAc_DEHP_ttest,PhAc_ATBC_ttest,PhAc_DBP_ttest_sig,PhAc_DEHP_ttest_sig,PhAc_ATBC_ttest_sig
JANJIKNC_00399 hypothetical protein,18.35488,19.59764,18.56168,18.77574,20.90511,19.55305,21.00299,20.01004,23.08651,19.98898,19.65429,20.29605,19.31911,17.95235,18.86452,0.007356295,0.018633223,0.034857069,0.020242253,0.006940387,18.83806667,19.74463333,21.36651333,19.97977333,18.71199333,0.543694336,0.879803872,1.281998135,0.262078292,0.568305383,0.906566667,2.528446667,1.141706667,-0.126073333,1.62188,0.23514,-1.03264,0.28286993,0.062121221,0.055508249,0.831774736,,,,,0.21419239,0.735500759,0.235684064,,,
JANJIKNC_00414 hypothetical protein,19.19412,18.92091,19.03123,18.44396,20.52351,19.18666,18.80306,18.59523,17.74299,20.12419,19.95694,18.56626,19.72249,19.42672,19.13461,0.008512991,0.014519119,0.004399357,0.015018353,0.011400007,19.04875333,19.38471,18.38042667,19.54913,19.42794,0.112223665,0.860445583,0.458651978,0.698340041,0.240002555,0.335956667,-0.668326667,0.500376667,0.379186667,-1.004283333,0.16442,0.04323,0.61312836,0.115894163,0.373694821,0.112979825,,,,,0.21894542,0.844056348,0.948720318,,,
JANJIKNC_00422 HTH-type transcriptional repressor KstR,20.31507,20.68902,20.55787,19.49512,19.911,20.50125,19.32052,19.02921,18.80681,19.92536,20.48689,20.68028,18.7363,20.14221,18.92322,0.023613927,0.021770389,0.00700821,0.026422615,0.010198366,20.52065333,19.96912333,19.05218,20.36417667,19.26724333,0.154916022,0.412801918,0.210349244,0.320177006,0.623383121,-0.55153,-1.468473333,-0.156476667,-1.25341,-0.916943333,0.395053333,-0.70188,0.151613972,0.00135612,0.56754835,0.050872311,,+,,,0.048865541,0.345115805,0.255008617,+,,
"JANJIKNC_00428 Flavin-dependent monooxygenase, oxygenase subunit HsaA",18.19302,18.62997,18.86801,19.61837,21.37063,17.94635,21.57815,21.73694,21.53915,19.57108,20.15431,19.64378,18.80452,19.65336,18.70558,0.006082142,0.017391237,0.041497313,0.01774386,0.008800036,18.56366667,19.64511667,21.61808,19.78972333,19.05448667,0.279523373,1.398084384,0.085541509,0.259504529,0.425389416,1.08145,3.054413333,1.226056667,0.49082,1.972963333,0.144606667,-0.59063,0.343813078,0.000122086,0.010449275,0.244369271,,+,+,,0.117182564,0.892598448,0.598196742,,,
"JANJIKNC_00429 4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase",21.17694,21.58463,21.64795,18.60111,19.96506,19.55695,21.26442,21.55885,21.40031,19.84679,19.82524,21.40748,21.15752,21.10636,19.09384,0.045593389,0.014415463,0.035870502,0.026343248,0.023192656,21.46984,19.37437333,21.40786,20.35983667,20.45257333,0.208718571,0.571600432,0.120319043,0.740847945,0.960996545,-2.095466667,-0.06198,-1.110003333,-1.017266667,2.033486667,0.985463333,1.0782,0.008219989,0.73439785,0.111006082,0.217319342,+,,,,0.007911119,0.210625504,0.244364721,+,,
JANJIKNC_00432 hypothetical protein,18.61419,22.51477,21.54967,19.36923,19.23306,20.20771,22.51886,22.32655,25.27402,18.52501,20.41905,18.96637,23.33715,19.09848,23.43466,0.030564592,0.016894776,0.140070502,0.012666986,0.065789531,20.89287667,19.60333333,23.37314333,19.30347667,21.95676333,1.658747358,0.430959344,1.346413721,0.809146694,2.021503526,-1.289543333,2.480266667,-1.5894,1.063886667,3.76981,-0.299856667,2.35343,0.347251226,0.175970104,0.290184803,0.595857868,,,,,0.019584615,0.667718311,0.182633481,+,,
JANJIKNC_00457 Beta-ketoadipyl-CoA thiolase,20.94457,18.80798,21.38538,19.34711,20.48051,19.10528,21.12792,20.64174,20.93661,19.26348,19.00471,20.80381,19.36597,19.44343,18.64121,0.021410146,0.017381395,0.025263034,0.016566436,0.009403684,20.37931,19.6443,20.90209,19.69066667,19.15020333,1.125577434,0.599475221,0.19997745,0.794168974,0.361299205,-0.73501,0.52278,-0.688643333,-1.229106667,1.25779,0.046366667,-0.494096667,0.460765876,0.553056531,0.518592473,0.21540574,,,,,0.048083968,0.950619504,0.374622802,+,,
JANJIKNC_00471 PE-PGRS family protein PE_PGRS11,21.13144,21.00539,21.43268,20.72551,20.96976,20.69795,20.67219,20.76887,19.08785,22.49453,21.8808,22.76573,22.09681,22.35665,22.15848,0.037550219,0.038663812,0.015275729,0.106882215,0.078086584,21.18983667,20.79774,20.17630333,22.38035333,22.20398,0.179261102,0.122155771,0.770664107,0.370182396,0.110850933,-0.392096667,-1.013533333,1.190516667,1.014143333,-0.621436667,1.582613333,1.40624,0.062889474,0.144290176,0.014932884,0.002436818,,,+,+,0.323032495,0.004559738,0.000271424,,+,+
JANJIKNC_00472 PE-PGRS family protein PE_PGRS11,24.37265,24.94127,24.44259,25.12349,25.20888,24.82745,23.49656,23.77384,22.53877,24.52193,24.95872,25.31444,25.41419,25.55865,25.67492,0.395193684,0.738495494,0.130380957,0.626521987,0.793604349,24.58550333,25.05327333,23.26972333,24.93169667,25.54925333,0.253180228,0.163442133,0.529112862,0.324104634,0.106649758,0.46777,-1.31578,0.346193333,0.96375,-1.78355,-0.121576667,0.49598,0.093151063,0.03378174,0.299695126,0.007699979,,+,,+,0.010380315,0.66042869,0.022878428,+,,+
JANJIKNC_00473 Deazaflavin-dependent nitroreductase,18.40192,18.96288,18.35353,19.6884,20.6954,18.69731,20.52516,20.50096,21.14923,19.43925,20.13462,21.36736,21.41225,20.98008,21.13126,0.006120669,0.017986908,0.022346588,0.025514898,0.038254373,18.57277667,19.69370333,20.72511667,20.31374333,21.17453,0.276551208,0.815725446,0.300056105,0.797272818,0.179065997,1.120926667,2.15234,1.740966667,2.601753333,1.031413333,0.62004,1.480826667,0.139526403,0.00172595,0.043346825,0.000365918,,+,+,+,0.168607901,0.484914798,0.066227851,,,
JANJIKNC_00482 PPE family immunomodulator PPE68,19.59785,18.1809,19.01325,19.48742,20.42165,19.21161,20.52219,20.2513,20.61567,19.94366,19.63178,19.91062,19.29045,19.16396,19.0253,0.007843945,0.018152109,0.018634696,0.018229604,0.009467123,18.93066667,19.70689333,20.46305333,19.82868667,19.15990333,0.581407391,0.517800224,0.15451911,0.139885875,0.108285034,0.776226667,1.532386667,0.89802,0.229236667,0.75616,0.121793333,-0.54699,0.231354779,0.022711134,0.100916613,0.612732164,,+,,,0.118939783,0.764191182,0.217476628,,,
JANJIKNC_00485 hypothetical protein,19.47431,19.25385,18.95718,18.46998,19.64873,19.8591,20.78867,21.02445,21.35219,20.38924,19.39931,20.46784,19.79498,19.24153,19.5259,0.00964218,0.013939517,0.028089701,0.021780845,0.012157933,19.22844667,19.32593667,21.05510333,20.08546333,19.52080333,0.211880243,0.611315655,0.231074905,0.48624362,0.225973756,0.09749,1.826656667,0.857016667,0.292356667,1.729166667,0.759526667,0.194866667,0.841672129,0.001183008,0.084314001,0.252875023,,+,,,0.020088827,0.241085159,0.69415421,+,,
"JANJIKNC_00487 2-hydroxyhexa-2,4-dienoate hydratase",18.91385,18.31287,19.06754,20.41318,20.20615,18.4694,22.12921,22.46057,22.44443,19.98272,18.69794,19.63198,19.21252,18.53012,18.55139,0.00699181,0.018018604,0.068669744,0.013900562,0.007198516,18.76475333,19.69624333,22.34473667,19.43754667,18.76467667,0.32563176,0.871616804,0.152542744,0.542228828,0.316792089,0.93149,3.579983333,0.672793333,-7.67E-05,2.648493333,-0.258696667,-0.931566667,0.229773087,0.000147684,0.206940796,0.999821007,,+,,,0.013339155,0.739543178,0.228477323,+,,
JANJIKNC_00488 Acetaldehyde dehydrogenase,21.77676,20.24632,21.21898,19.38468,20.33058,21.52545,21.91455,21.8189,22.56016,19.58853,21.92626,19.40402,19.3316,22.06319,20.95106,0.03481409,0.029624974,0.05786969,0.02538307,0.029140885,21.08068667,20.41357,22.09787,20.30627,20.78195,0.632405689,0.875933617,0.329212458,1.147979874,1.121559814,-0.667116667,1.017183333,-0.774416667,-0.298736667,1.6843,-0.1073,0.36838,0.43181046,0.113801619,0.450381225,0.759277906,,,,,0.063609001,0.921365472,0.732841943,,,
JANJIKNC_00496 Methionyl-tRNA formyltransferase,20.61899,20.4497,20.58564,19.76922,20.00263,18.39928,20.15783,19.93243,20.96212,20.55815,21.12528,20.80199,20.34224,20.49277,19.97085,0.024123312,0.014576259,0.017239659,0.036453817,0.020416205,20.55144333,19.39037667,20.35079333,20.82847333,20.26862,0.073220375,0.70725974,0.441958905,0.232285936,0.219339995,-1.161066667,-0.20065,0.27703,-0.282823333,0.960416667,1.438096667,0.878243333,0.082096401,0.560867634,0.182985866,0.158738803,,,,,0.178730694,0.052335082,0.168789127,,,
JANJIKNC_00497 Putative methyltransferase,19.35445,18.47914,19.5801,19.45707,20.29649,19.45108,18.71052,18.55386,18.42902,20.01049,18.83278,19.65074,19.41369,19.28051,19.18323,0.009055595,0.018507678,0.004997937,0.014495448,0.010378309,19.13789667,19.73488,18.56446667,19.49800333,19.29247667,0.474833122,0.397125769,0.115166368,0.492778908,0.094464645,0.596983333,-0.57343,0.360106667,0.15458,-1.170413333,-0.236876667,-0.442403333,0.24430939,0.17230309,0.498101658,0.674998236,,,,,0.016089166,0.62460035,0.200122546,+,,
JANJIKNC_00501 Lipoarabinomannan carrier protein LprG,20.84713,21.70691,21.29625,20.91225,21.40883,21.42008,23.65086,23.24716,23.74868,21.3977,21.96081,21.76996,21.55281,21.71988,22.38703,0.040067004,0.052791191,0.158217571,0.067135999,0.062665354,21.28343,21.24705333,23.5489,21.70949,21.88657333,0.351120755,0.236786253,0.217067515,0.233831398,0.360389375,-0.036376667,2.26547,0.42606,0.603143333,2.301846667,0.462436667,0.63952,0.90917357,0.001485318,0.22639609,0.165273367,,+,,,0.000533763,0.120833011,0.103962632,+,,
JANJIKNC_00502 Riboflavin synthase,19.77954,19.59911,19.01018,18.74837,20.11605,19.40454,19.93258,20.2903,20.70092,19.45639,19.9094,19.27799,20.11032,18.52181,19.75146,0.011343989,0.014909486,0.016735031,0.015005831,0.011665849,19.46294333,19.42298667,20.30793333,19.54792667,19.46119667,0.328516588,0.55850536,0.313921211,0.265774175,0.680211049,-0.039956667,0.84499,0.084983333,-0.001746667,0.884946667,0.12494,0.03821,0.934697405,0.058192597,0.790206376,0.997547463,,,,,0.122479816,0.789313884,0.953988182,,,
JANJIKNC_00503 Riboflavin biosynthesis protein RibBA,18.34196,19.54631,19.00843,19.68244,20.56156,19.36708,18.57518,18.75861,18.57533,19.35238,19.31449,19.17069,19.0389,18.6788,19.88958,0.00803601,0.020329911,0.005253356,0.012455503,0.009750319,18.96556667,19.87036,18.63637333,19.27918667,19.20242667,0.492607132,0.505424615,0.086434398,0.078262626,0.507643431,0.904793333,-0.329193333,0.31362,0.23686,-1.233986667,-0.591173333,-0.667933333,0.144043058,0.404622915,0.424134113,0.660510249,,,,,0.027192715,0.177458858,0.257722889,+,,
JANJIKNC_00508 Nucleotide-binding protein,21.17377,21.37465,21.82985,18.83051,20.91246,21.1213,17.82212,21.15678,18.21641,19.44048,19.93379,19.70555,19.51677,19.68443,18.68492,0.045265377,0.027157184,0.00707127,0.016596395,0.010399167,21.45942333,20.28809,19.06510333,19.69327333,19.29537333,0.274469343,1.034185067,1.487772297,0.20157997,0.437048756,-1.171333333,-2.39432,-1.76615,-2.16405,-1.222986667,-0.594816667,-0.992716667,0.196499704,0.088801897,0.001839354,0.004052825,,,+,+,0.393857548,0.469372655,0.279297479,,,
JANJIKNC_00509 Putative gluconeogenesis factor,20.83553,20.65744,21.10162,18.65843,20.75351,20.36442,19.9679,20.22858,20.21478,19.16524,19.52174,19.14139,19.16166,20.97897,19.32449,0.029976833,0.021121279,0.014866083,0.012429083,0.014977547,20.86486333,19.92545333,20.13708667,19.27612333,19.82170667,0.18251813,0.909893346,0.119765621,0.173949927,0.821004352,-0.93941,-0.727776667,-1.58874,-1.043156667,0.211633333,-0.64933,-0.103746667,0.225523123,0.009207808,0.000876589,0.154283307,,+,+,,0.760681672,0.377662154,0.910478315,,,
JANJIKNC_00510 Putative sporulation transcription regulator WhiA,19.24018,19.55151,20.33527,19.45231,20.20248,19.33414,20.63281,21.11356,20.56839,19.60533,21.36861,19.05129,19.8776,19.21115,18.52795,0.013453405,0.017607872,0.023078102,0.020648065,0.009771564,19.70898667,19.66297667,20.77158667,20.00841,19.20556667,0.46072747,0.384524748,0.243237613,0.988044571,0.551006449,-0.04601,1.0626,0.299423333,-0.50342,1.10861,0.345433333,-0.45741,0.918878183,0.044815291,0.7174934,0.377685088,,+,,,0.026155866,0.668905755,0.390198593,+,,
JANJIKNC_00516 Glyceraldehyde-3-phosphate dehydrogenase,24.35891,23.99196,24.30709,23.61099,23.49741,23.33865,24.15576,23.94851,24.22839,24.36185,24.83634,24.50161,23.77435,24.18601,23.91989,0.306604008,0.248572343,0.233576721,0.486442228,0.263764413,24.21932,23.48235,24.11088667,24.5666,23.96008333,0.162153745,0.111691156,0.118584472,0.199086188,0.170445723,-0.73697,-0.108433333,0.34728,-0.259236667,0.628536667,1.08425,0.477733333,0.006114947,0.487793684,0.128340028,0.194148035,+,,,,0.005482712,0.002557571,0.029504837,+,+,+
JANJIKNC_00517 Phosphoglycerate kinase,24.85852,24.54191,24.89754,23.73913,23.46463,23.01122,23.69965,23.80114,23.88874,23.99542,23.79084,23.77183,23.78227,23.51063,23.88204,0.447859608,0.235595032,0.18784202,0.296568453,0.224100613,24.76599,23.40499333,23.79651,23.85269667,23.72498,0.159247239,0.300145122,0.077265062,0.1012186,0.156945755,-1.360996667,-0.96948,-0.913293333,-1.04101,0.391516667,0.447703333,0.319986667,0.004788368,0.001496468,0.002383799,0.002754682,+,+,+,+,0.148556554,0.116266207,0.252471085,,,
JANJIKNC_00518 Triosephosphate isomerase,21.8543,21.60164,22.33715,18.24994,19.29446,18.89308,19.66536,18.45742,18.06728,19.57258,19.529,18.88369,18.69769,18.92411,18.44489,0.062767365,0.009765306,0.005605667,0.012887924,0.00683016,21.93103,18.81249333,18.73002,19.32842333,18.68889667,0.305133151,0.430214029,0.68029307,0.314976832,0.195739528,-3.118536667,-3.20101,-2.602606667,-3.242133333,-0.082473333,0.51593,-0.123596667,0.001118553,0.003717231,0.001102725,0.000225012,+,+,+,+,0.891794807,0.243002299,0.730269189,,,
JANJIKNC_00526 Glucose-6-phosphate 1-dehydrogenase 2,20.95978,21.60458,21.46354,19.17469,20.23752,20.19653,21.60449,20.6651,20.80853,19.71518,18.9438,19.00157,18.38703,20.12838,21.16515,0.041745422,0.020318922,0.027529491,0.011956374,0.015741955,21.34263333,19.86958,21.02604,19.22018333,19.89352,0.276773766,0.491646302,0.413195953,0.350809177,1.146256835,-1.473053333,-0.316593333,-2.12245,-1.449113333,1.15646,-0.649396667,0.02394,0.020975673,0.418876323,0.002557302,0.157219269,+,,+,,0.063533843,0.203005634,0.979644495,,,
JANJIKNC_00527 Transaldolase,19.78437,21.2111,19.19617,20.54811,19.97401,20.49121,22.92973,23.33115,22.14687,19.87699,20.07307,20.74271,21.76943,20.73983,21.75613,0.017205438,0.028108774,0.094317224,0.024091428,0.045406265,20.06388,20.33777667,22.80258333,20.23092333,21.42179667,0.846002406,0.25826865,0.491768567,0.370635522,0.482253822,0.273896667,2.738703333,0.167043333,1.357916667,2.464806667,-0.106853333,1.08402,0.684063098,0.016705348,0.810744064,0.119887773,,+,,,0.003291674,0.754798827,0.048695662,+,,+
JANJIKNC_00528 Transketolase,19.25182,21.05444,18.01498,18.92632,20.23787,21.48395,22.55822,21.55009,21.42818,19.49912,19.94335,19.36894,21.37586,21.899,21.27782,0.01116821,0.025834349,0.048582428,0.01559842,0.048522527,19.44041333,20.21604667,21.84549667,19.60380333,21.51756,1.247999695,1.044262099,0.506423028,0.245907384,0.27267235,0.775633333,2.405083333,0.16339,2.077146667,1.62945,-0.612243333,1.301513333,0.537207243,0.064981905,0.864685054,0.082980721,,,,,0.118049837,0.464880546,0.163314265,,,
JANJIKNC_00535 Quinone oxidoreductase 1,18.9865,18.92434,19.42653,19.45582,21.90417,19.86937,19.34741,19.21338,18.89776,19.09119,19.70913,20.66511,19.60592,19.13274,18.32291,0.008897311,0.029547387,0.007514703,0.018142919,0.008595289,19.11245667,20.40978667,19.15285,19.82181,19.02052333,0.223528537,1.070090981,0.188492602,0.647471301,0.529762903,1.29733,0.040393333,0.709353333,-0.091933333,-1.256936667,-0.587976667,-1.389263333,0.168590023,0.854626848,0.216898195,0.832196898,,,,,0.177188543,0.542526738,0.175226888,,,
JANJIKNC_00543 hypothetical protein,17.70957,19.64916,18.59162,19.53103,20.58265,20.84245,20.23631,20.35111,19.23841,19.27654,20.29852,19.86079,19.18436,18.84635,18.4549,0.00645774,0.027739733,0.012985317,0.018019345,0.007524311,18.65011667,20.31871,19.94194333,19.81195,18.82853667,0.792913924,0.566982567,0.499675977,0.418648452,0.298067061,1.668593333,1.291826667,1.161833333,0.17842,-0.376766667,-0.50676,-1.490173333,0.072698706,0.12305778,0.140823556,0.780631265,,,,,0.519673802,0.3667299,0.030215907,,,+
JANJIKNC_00544 Vegetative protein 296,20.49502,20.28139,20.42358,19.36382,20.3396,20.68646,21.30941,21.39404,20.94371,21.20018,20.68551,19.73827,19.32861,18.86189,19.48553,0.021719356,0.024337886,0.031397679,0.029874541,0.009906436,20.39999667,20.12996,21.21572,20.54132,19.22534333,0.088794048,0.559943949,0.195418592,0.605468567,0.264864388,-0.270036667,0.815723333,0.141323333,-1.174653333,1.08576,0.41136,-0.904616667,0.537485955,0.005789992,0.760345004,0.00401162,,+,,+,0.060742279,0.519467447,0.107799296,,,
JANJIKNC_00553 Putative thioredoxin 2,19.01321,20.80294,21.25465,18.20788,19.45112,19.96003,21.20395,20.89467,21.61598,19.35943,20.61711,20.30033,20.12347,20.0856,19.67029,0.02108063,0.012830587,0.031890748,0.021884153,0.016481886,20.35693333,19.20634333,21.2382,20.09229,19.95978667,0.967885936,0.735954762,0.295467794,0.534103752,0.205288048,-1.15059,0.881266667,-0.264643333,-0.397146667,2.031856667,0.885946667,0.753443333,0.251824034,0.28557239,0.751970754,0.600612446,,,,,0.02229146,0.240315426,0.235605147,+,,
JANJIKNC_00556 hypothetical protein,18.28501,18.18558,18.67349,21.65866,22.07594,21.74415,19.21485,20.03765,18.44315,19.34516,18.71584,19.40668,19.88948,18.94378,20.83453,0.005360148,0.078870942,0.007937856,0.011435266,0.015695577,18.38136,21.82625,19.23188333,19.15589333,19.88926333,0.21051767,0.179973993,0.651063317,0.312176638,0.77189547,3.44489,0.850523333,0.774533333,1.507903333,-2.594366667,-2.670356667,-1.936986667,6.13E-05,0.153599492,0.043717143,0.056078044,+,,+,,0.005573696,0.000468547,0.025909438,+,+,+
JANJIKNC_00557 HTH-type transcriptional repressor AcnR,18.77127,17.69113,18.74776,18.4214,19.66673,19.23087,20.05165,19.65236,19.96437,19.77925,19.8873,20.5495,19.12194,19.88105,20.37528,0.005442613,0.011971278,0.012521418,0.021578779,0.014679994,18.40338667,19.10633333,19.88946,20.07201667,19.79275667,0.503732965,0.51597399,0.171399644,0.340501053,0.515468766,0.702946667,1.486073333,1.66863,1.38937,0.783126667,0.965683333,0.686423333,0.24009142,0.016821955,0.017824275,0.052648458,,+,+,,0.111323495,0.091714872,0.253988133,,,
JANJIKNC_00558 Aconitate hydratase A,20.45393,22.52198,21.74004,20.23916,19.55227,23.24066,24.6666,24.71806,23.75685,19.69478,20.16441,20.13641,22.54451,22.51696,22.34687,0.048938436,0.044813722,0.281573813,0.020507191,0.09386201,21.57198333,21.01069667,24.38050333,19.99853333,22.46944667,0.852599939,1.601563157,0.441489632,0.215090005,0.087401488,-0.561286667,2.80852,-1.57345,0.897463333,3.369806667,-1.012163333,1.45875,0.684336554,0.014413927,0.064622907,0.212756162,,+,,,0.045532223,0.425762494,0.26777636,+,,
JANJIKNC_00560 Peptidoglycan endopeptidase RipA,19.52564,19.51075,19.51688,19.98426,19.97562,20.17073,20.82989,20.89252,19.89506,21.13684,21.11267,20.98572,21.12786,21.32499,20.82205,0.011783281,0.022922757,0.01964408,0.043349236,0.036118251,19.51775667,20.04353667,20.53915667,21.07841,21.09163333,0.006110343,0.090008409,0.456162264,0.066280335,0.20691615,0.52578,1.0214,1.560653333,1.573876667,0.49562,1.034873333,1.048096667,0.001181786,0.033977974,4.93E-06,0.000424137,+,+,+,+,0.206170826,0.000196464,0.002779098,,+,+
JANJIKNC_00561 Peptidoglycan endopeptidase RipB,17.85314,18.90913,19.15109,19.35539,20.80468,20.25515,20.1006,20.19868,20.03362,19.66522,20.36091,20.50436,18.99722,19.7027,19.40006,0.006402784,0.024480797,0.014599355,0.023204853,0.010925919,18.63778667,20.13840667,20.11096667,20.17683,19.36666,0.563553579,0.597401111,0.067782996,0.366472436,0.288977713,1.50062,1.47318,1.539043333,0.728873333,-0.02744,0.038423333,-0.771746667,0.06106585,0.021383098,0.031740645,0.178945281,,+,+,,0.951634021,0.941923143,0.175391517,,,
JANJIKNC_00562 hypothetical protein,26.50777,26.65595,26.75047,25.45579,24.86981,25.38255,25.67085,25.68341,25.78067,25.75613,25.82316,26.15337,25.4587,24.66009,25.31734,1.639427149,0.838241405,0.70844368,1.235099307,0.59982567,26.63806333,25.23605,25.71164333,25.91088667,25.14537667,0.099885842,0.260691168,0.049077822,0.173631565,0.347968412,-1.402013333,-0.92642,-0.727176667,-1.492686667,0.475593333,0.674836667,-0.090673333,0.00207609,0.000297921,0.006820073,0.00430983,+,+,+,+,0.064288388,0.038142749,0.782723157,,+,
JANJIKNC_00563 putative protein,23.06283,23.3765,23.59844,18.89664,19.51958,22.5595,22.89045,23.07568,23.04602,22.71104,22.67126,23.05338,22.68708,22.62805,22.84974,0.167362916,0.027865574,0.108452239,0.144149098,0.111789906,23.34592333,20.32524,23.00405,22.81189333,22.72162333,0.219728192,1.600198294,0.08123484,0.171527393,0.093742717,-3.020683333,-0.341873333,-0.53403,-0.6243,2.67881,2.486653333,2.396383333,0.057293107,0.107982025,0.053573605,0.020911734,,,,+,0.077289673,0.094203838,0.102002207,,,
